q_idx,bins_items_correct_answer,debug_level_2,question,cue,cue_completed,retrieval_type,get,correct_answer,correct_answer_chapters,correct_answer_detailed,n_items_correct_answer,n_chapters_correct_answer,debug_changed,debug_existing_change,minerva_category,minerva_subtask,missing_tuple_elements,present_tuple_elements,minerva_category_known,combined_source,is_synthetic,synthetic_type,synthetic_note,combined_q_idx
14,0,2932,"Consider the events involving Brooklyn Ross on December 03, 2026. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, *)","({December 03, 2026}, *, {Brooklyn Ross}, *)",Spaces,all,set(),set(),{},0,0,"{'entity', 'date', 'location'}",True,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True,original,False,,,135
29,1,867,"Provide a comprehensive account of what happened involving Samuel Parker and Theater Performance at American Museum of Natural History on April 09, 2026. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({April 09, 2026}, {American Museum of Natural History}, {Samuel Parker}, {Theater Performance})",Full event details,all,{'Full chapter 80'},{80},{80: ['Full chapter 80']},1,1,set(),,Composite,Story full event details,,t|s|ent|c,True,original,False,,,136
2,"{3,4,5}",1634,"Reflect on May 28, 2025. Describe all the key events that occurred on this date, focusing on what happened rather than who was involved or where it took place.","(t, *, *, *)","({May 28, 2025}, *, *, *)",Event contents,all,"{'Debate Tournament', 'Scientific Conference', 'Drone Racing Event'}","{48, 116, 55}","{48: 'Debate Tournament', 55: 'Scientific Conference', 116: 'Drone Racing Event'}",3,3,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True,original,False,,,137
2,0,3985,"Reflect on August 27, 2024. Describe all the key events that occurred on this date, focusing on what happened rather than who was involved or where it took place.","(t, *, *, *)","({August 27, 2024}, *, *, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'entity', 'date', 'location'}",False,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True,original,False,,,138
5,6+,1280,"Story spot-the-difference: Compare the answers to these two story queries and list differences.
A) Recall the various events that have taken place at Bethpage Black Course. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.
B) Reflect on what Henry Reed experienced on April 09, 2026. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.
Return two lists: only_in_A and only_in_B.","(*, s, *, *)","(*, {Bethpage Black Course}, *, *)",story_diff::set_difference,all,"{""only_in_A"": [""Historical Reenactment"", ""Job Fair"", ""Parkour Workshop"", ""Photography Exhibition"", ""Tech Hackathon""], ""only_in_B"": [""Theater Performance""]}",,"{""only_in_A"": [""Historical Reenactment"", ""Job Fair"", ""Parkour Workshop"", ""Photography Exhibition"", ""Tech Hackathon""], ""only_in_B"": [""Theater Performance""]}",5,6,set(),,Spot the Differences,Story-grounded set difference,t|ent|c,s,True,story_synthetic,True,spot_the_differences,Compared q_idx 5 vs 15,139
18,2,108,"Consider all events involving Samuel Parker at American Museum of Natural History. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {American Museum of Natural History}, {Samuel Parker}, *)",Times,all,"{'October 09, 2025', 'April 09, 2026'}","{80, 87}","{80: 'April 09, 2026', 87: 'October 09, 2025'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True,original,False,,,140
24,0,3767,"Recall what happened involving Brooklyn Ross at Bethpage State Park on August 24, 2026. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({August 24, 2026}, {Bethpage State Park}, {Brooklyn Ross}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'location'}",True,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True,original,False,,,141
5,1,1290,"Recall the various events that have taken place at Long Beach Boardwalk. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Long Beach Boardwalk}, *, *)",Event contents,all,{'Fashion Show'},{37},{37: 'Fashion Show'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True,original,False,,,142
29,0,3323,"Provide a comprehensive account of what happened involving Lucy Carter and Antique Auction at Captree State Park on April 09, 2026. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({April 09, 2026}, {Captree State Park}, {Lucy Carter}, {Antique Auction})",Full event details,all,set(),set(),{},0,0,"{'content', 'location'}",False,Composite,Story full event details,,t|s|ent|c,True,original,False,,,143
27,1,246,"Consider all events involving both Levi Rodriguez and Astronomy Night at American Museum of Natural History. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {American Museum of Natural History}, {Levi Rodriguez}, {Astronomy Night})",Times,all,"{'December 26, 2026'}",{15},"{15: 'December 26, 2026'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t,s|ent|c,True,original,False,,,144
9,2,891,"Recall all events related to Archery Tournament. Provide a list of all dates when these events occurred, without describing the events.","(*, *, *, c)","(*, *, *, {Archery Tournament})",Times,all,"{'March 23, 2025', 'March 23, 2024'}","{22, 95}","{22: 'March 23, 2024', 95: 'March 23, 2025'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|s|ent,c,True,original,False,,,145
14,1,458,"Consider the events involving Jackson Ramos on April 09, 2026. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, *)","({April 09, 2026}, *, {Jackson Ramos}, *)",Spaces,all,{'Ellis Island'},{98},{98: 'Ellis Island'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True,original,False,,,146
22,2,175,"Consider all events involving both Chloe Castillo and Fashion Show. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Chloe Castillo}, {Fashion Show})",Times,all,"{'September 22, 2026', 'February 22, 2025'}","{2, 107}","{2: 'September 22, 2026', 107: 'February 22, 2025'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|s,ent|c,True,original,False,,,147
9,2,908,"Recall all events related to Business Networking Event. Provide a list of all dates when these events occurred, without describing the events.","(*, *, *, c)","(*, *, *, {Business Networking Event})",Times,all,"{'March 23, 2024', 'November 13, 2026'}","{5, 70}","{5: 'March 23, 2024', 70: 'November 13, 2026'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|s|ent,c,True,original,False,,,148
9,1,900,"Recall all events related to Ballet Performance. Provide a list of all dates when these events occurred, without describing the events.","(*, *, *, c)","(*, *, *, {Ballet Performance})",Times,all,"{'October 27, 2024'}",{31},"{31: 'October 27, 2024'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|s|ent,c,True,original,False,,,149
