q_idx,bins_items_correct_answer,debug_level_2,question,cue,cue_completed,retrieval_type,get,correct_answer,correct_answer_chapters,correct_answer_detailed,n_items_correct_answer,n_chapters_correct_answer,debug_changed,debug_existing_change,minerva_category,minerva_subtask,missing_tuple_elements,present_tuple_elements,minerva_category_known,combined_source,is_synthetic,synthetic_type,synthetic_note,combined_q_idx,original_minerva_category
24,0,2109,"Story spot-the-differences: Compare answers of these two story queries.
A) Recall what happened involving Carter Stewart at Triton Gas Colony on August 27, 2224. Describe the key events or activities that occurred, focusing on what happened.
B) Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Recall what happened involving Zoe Brown at Europa Subsurface Laboratory on December 26, 2226. Describe the key events or activities that occurred, focusing on what happened.
Return only_in_A and only_in_B.","(t, s, ent, *)","({August 27, 2224}, {Triton Gas Colony}, {Carter Stewart}, *)",story_diff::set_difference,all,"{""only_in_A"": [], ""only_in_B"": [""49""]}",,"{""only_in_A"": [], ""only_in_B"": [""49""]}",0,0,{'date'},False,Spot the Differences,Story synthetic spot_the_differences,c,t|s|ent,True,story_synthetic_balanced,True,spot_the_differences,Rebalanced from Search to Spot the Differences; cue preserved,93,Search
33,1,438,"Provide a chronological list of all dates when Lily Nguyen was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Lily Nguyen}, *)",Times,chronological,"['April 09, 2226']",[23],"{23: 'April 09, 2226'}",1,1,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True,original,False,,,94,
27,1,102,"Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Consider all events involving both Henry Reed and navigation computer blackout at Eridani Metallurgy Complex. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Eridani Metallurgy Complex}, {Henry Reed}, {navigation computer blackout})",story_state::latest_chapter,latest,3,,{'latest_chapter': 3},1,1,set(),,Stateful Processing,Story synthetic stateful_processing,t,s|ent|c,True,story_synthetic_balanced,True,stateful_processing,Rebalanced from Search to Stateful Processing; cue preserved,95,Search
21,2,1165,"Story recall-and-edit: Start from the answer to this story query: ""Think about the events involving artificial atmosphere toxicity at Europa Subsurface Laboratory. List all protagonists involved in these events, without mentioning the events themselves."". Remove ""Benjamin Green"" from the answer. Return only the remaining items.","(*, s, *, c)","(*, {Europa Subsurface Laboratory}, *, {artificial atmosphere toxicity})",story_edit::remove_one,all,{'Henry Reed'},,{'remaining_items': ['Henry Reed']},2,2,set(),,Recall and Edit,Story synthetic recall_and_edit,t|ent,s|c,True,story_synthetic_balanced,True,recall_and_edit,Rebalanced from Search to Recall and Edit; cue preserved,96,Search
22,0,1503,"Story recall-and-edit: For query ""Consider all events involving both Carter Stewart and cosmic intelligence contact. Provide a list of all dates when these events occurred, without describing the events."", return an empty answer.","(*, *, ent, c)","(*, *, {Carter Stewart}, {cosmic intelligence contact})",story_edit::empty,all,set(),,{'remaining_items': []},0,0,"{'content', 'location'}",False,Recall and Edit,Story synthetic recall_and_edit,t|s,ent|c,True,story_synthetic_balanced,True,recall_and_edit,Rebalanced from Search to Recall and Edit; cue preserved,97,Search
25,0,2598,"Story spot-the-differences: Compare answers of these two story queries.
A) Think about the events related to wormhole destabilization that occurred at Sedna Long Range Observatory on April 09, 2226. List all protagonists involved in these events, without describing the events themselves.
B) Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Think about the events related to fusion core breach that occurred at Sedna Long Range Observatory on April 09, 2226. List all protagonists involved in these events, without describing the events themselves.
Return only_in_A and only_in_B.","(t, s, *, c)","({April 09, 2226}, {Sedna Long Range Observatory}, *, {wormhole destabilization})",story_diff::set_difference,all,"{""only_in_A"": [], ""only_in_B"": [""Lily Nguyen""]}",,"{""only_in_A"": [], ""only_in_B"": [""Lily Nguyen""]}",0,0,{'content'},False,Spot the Differences,Story synthetic spot_the_differences,ent,t|s|c,True,story_synthetic_balanced,True,spot_the_differences,Rebalanced from Search to Spot the Differences; cue preserved,98,Search
9,6+,533,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Recall all events related to cryo-pod integrity breach. Provide a list of all dates when these events occurred, without describing the events.
B) Recall all events related to communication array blackout. Provide a list of all dates when these events occurred, without describing the events.
Return the intersection.","(*, *, *, c)","(*, *, *, {cryo-pod integrity breach})",story_compare::intersection,all,set(),,{'shared_items': []},8,9,set(),,Match and Compare,Story synthetic match_and_compare,t|s|ent,c,True,story_synthetic_balanced,True,match_and_compare,Rebalanced from Search to Match and Compare; cue preserved,99,Search
9,0,1907,"Story recall-and-edit: For query ""Recall all events related to chronal energy spike. Provide a list of all dates when these events occurred, without describing the events."", return an empty answer.","(*, *, *, c)","(*, *, *, {chronal energy spike})",story_edit::empty,all,set(),,{'remaining_items': []},0,0,"{'content', 'location', 'entity'}",False,Recall and Edit,Story synthetic recall_and_edit,t|s|ent,c,True,story_synthetic_balanced,True,recall_and_edit,Rebalanced from Search to Recall and Edit; cue preserved,100,Search
23,0,2321,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Reflect on the experiences of Carter Stewart related to cosmic intelligence contact. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Carter Stewart}, {cosmic intelligence contact})",story_compute::sort_items,chronological,[],,"{""sorted_items"": []}",0,0,"{'content', 'location'}",False,Compute on Sets and Lists,Story synthetic compute_on_sets_and_lists,t|s,ent|c,True,story_synthetic_balanced,True,compute_on_sets_and_lists,Rebalanced from Search to Compute on Sets and Lists; cue preserved,101,Search
5,0,2079,"Recall the various events that have taken place at Dione Ice Processing Facility. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Dione Ice Processing Facility}, *, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True,original,False,,,102,
16,2,631,"Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Recall the events related to crystalline matrix shatter that occurred on June 14, 2225. List all the locations where these events took place, without describing the events themselves.","(t, *, *, c)","({June 14, 2225}, *, *, {crystalline matrix shatter})",story_state::latest_chapter,latest,60,,{'latest_chapter': 60},2,2,set(),,Stateful Processing,Story synthetic stateful_processing,s|ent,t|c,True,story_synthetic_balanced,True,stateful_processing,Rebalanced from Search to Stateful Processing; cue preserved,103,Search
24,0,2152,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Recall what happened involving Jaxon Howard at Makemake Station on August 12, 2225. Describe the key events or activities that occurred, focusing on what happened.
B) Recall what happened involving Chloe Castillo at Hydra Cloud Facility on April 09, 2226. Describe the key events or activities that occurred, focusing on what happened.
Return the intersection.","(t, s, ent, *)","({August 12, 2225}, {Makemake Station}, {Jaxon Howard}, *)",story_compare::intersection,all,set(),,{'shared_items': []},0,0,"{'content', 'date', 'location', 'entity'}",False,Match and Compare,Story synthetic match_and_compare,c,t|s|ent,True,story_synthetic_balanced,True,match_and_compare,Rebalanced from Search to Match and Compare; cue preserved,104,Search
0,0,1960,"Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Recall all the events that occurred on August 27, 2224. Without describing the events, list all the unique locations where these events took place.","(t, *, *, *)","({August 27, 2224}, *, *, *)",story_state::latest_chapter,latest,0,,{'latest_chapter': 0},0,0,{'date'},False,Stateful Processing,Story synthetic stateful_processing,s|ent|c,t,True,story_synthetic_balanced,True,stateful_processing,Rebalanced from Search to Stateful Processing; cue preserved,105,Search
13,1,719,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Recall the key events that occurred at Titania Quantum Lab on December 03, 2226. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({December 03, 2226}, {Titania Quantum Lab}, *, *)",story_compute::sort_items,chronological,"[""plasma conduit rupture""]",,"{""sorted_items"": [""plasma conduit rupture""]}",1,1,set(),,Compute on Sets and Lists,Story synthetic compute_on_sets_and_lists,ent|c,t|s,True,story_synthetic_balanced,True,compute_on_sets_and_lists,Rebalanced from Search to Compute on Sets and Lists; cue preserved,106,Search
23,0,2319,"Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Reflect on the experiences of Brooklyn Ross related to cryo-pod integrity breach. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Brooklyn Ross}, {cryo-pod integrity breach})",story_state::latest_chapter,latest,0,,{'latest_chapter': 0},0,0,"{'date', 'entity'}",True,Stateful Processing,Story synthetic stateful_processing,t|s,ent|c,True,story_synthetic_balanced,True,stateful_processing,Rebalanced from Search to Stateful Processing; cue preserved,107,Search
24,1,770,"Story spot-the-differences: Compare answers of these two story queries.
A) Recall what happened involving Ezra Edwards at Titania Quantum Lab on December 03, 2226. Describe the key events or activities that occurred, focusing on what happened.
B) Recall what happened involving Scarlett Thomas at Teegarden's Star Base on August 12, 2225. Describe the key events or activities that occurred, focusing on what happened.
Return only_in_A and only_in_B.","(t, s, ent, *)","({December 03, 2226}, {Titania Quantum Lab}, {Ezra Edwards}, *)",story_diff::set_difference,all,"{""only_in_A"": [""plasma conduit rupture""], ""only_in_B"": []}",,"{""only_in_A"": [""plasma conduit rupture""], ""only_in_B"": []}",1,1,set(),,Spot the Differences,Story synthetic spot_the_differences,c,t|s|ent,True,story_synthetic_balanced,True,spot_the_differences,Rebalanced from Search to Spot the Differences; cue preserved,108,Search
21,0,2468,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Think about the events involving childhood memory trade scandal at Dione Ice Processing Facility. List all protagonists involved in these events, without mentioning the events themselves.
B) Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Think about the events involving digital afterlife server shutdown at Barnard's Star Propulsion Lab. List all protagonists involved in these events, without mentioning the events themselves.
B) Recall all events related to vacuum seal deterioration that occurred at Dyson Swarm Control. Provide a list of all dates when these events took place, without describing the events.
Return the intersection.
Return the intersection.","(*, s, *, c)","(*, {Dione Ice Processing Facility}, *, {childhood memory trade scandal})",story_compare::intersection,all,set(),,{'shared_items': []},0,0,"{'content', 'date', 'location', 'entity'}",False,Match and Compare,Story synthetic match_and_compare,t|ent,s|c,True,story_synthetic_balanced,True,match_and_compare,Rebalanced from Search to Match and Compare; cue preserved,109,Search
25,0,2544,"Think about the events related to air filter contamination that occurred at Teegarden's Star Base on August 12, 2225. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({August 12, 2225}, {Teegarden's Star Base}, *, {air filter contamination})",Entities,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,ent,t|s|c,True,original,False,,,110,
22,0,1495,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Consider all events involving both Brooklyn Ross and artificial atmosphere toxicity. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Brooklyn Ross}, {artificial atmosphere toxicity})",story_compute::sort_items,chronological,[],,"{""sorted_items"": []}",0,0,"{'content', 'date', 'entity'}",True,Compute on Sets and Lists,Story synthetic compute_on_sets_and_lists,t|s,ent|c,True,story_synthetic_balanced,True,compute_on_sets_and_lists,Rebalanced from Search to Compute on Sets and Lists; cue preserved,111,Search
26,0,1738,"Consider the events involving both Lily Nguyen and wormhole destabilization on April 09, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({April 09, 2226}, *, {Lily Nguyen}, {wormhole destabilization})",Spaces,all,set(),set(),{},0,0,{'content'},False,Search,Keyed retrieval from episodic event memory,s,t|ent|c,True,original,False,,,112,
27,0,1502,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Consider all events involving both Carter Stewart and cosmic intelligence contact at Cygnus Rift Complex. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Cygnus Rift Complex}, {Carter Stewart}, {cosmic intelligence contact})",story_compute::sort_items,chronological,[],,"{""sorted_items"": []}",0,0,"{'content', 'location'}",False,Compute on Sets and Lists,Story synthetic compute_on_sets_and_lists,t,s|ent|c,True,story_synthetic_balanced,True,compute_on_sets_and_lists,Rebalanced from Search to Compute on Sets and Lists; cue preserved,113,Search
21,0,2503,"Story composite task: Use two story queries.
A) Think about the events involving magnetospheric resonance breach at Barnard's Star Propulsion Lab. List all protagonists involved in these events, without mentioning the events themselves.
B) Story recall-and-edit: Start from the answer to this story query: ""Think about the events involving artificial atmosphere toxicity at Europa Subsurface Laboratory. List all protagonists involved in these events, without mentioning the events themselves."". Remove ""Benjamin Green"" from the answer. Return only the remaining items.
Take answer(A), remove all items that also appear in answer(B), then return the remaining items sorted alphabetically.","(*, s, *, c)","(*, {Barnard's Star Propulsion Lab}, *, {magnetospheric resonance breach})",story_composite::difference_then_sort,all,[],,"{""remaining_sorted"": []}",0,0,"{'content', 'entity'}",False,Composite,Story synthetic composite,t|ent,s|c,True,story_synthetic_balanced,True,composite,Rebalanced from Search to Composite; cue preserved,114,Search
24,1,850,"Story spot-the-differences: Compare answers of these two story queries.
A) Recall what happened involving Scarlett Thomas at Mercury Twilight Observatory on April 09, 2226. Describe the key events or activities that occurred, focusing on what happened.
B) Recall what happened involving Chloe Castillo at Hydra Cloud Facility on April 09, 2226. Describe the key events or activities that occurred, focusing on what happened.
Return only_in_A and only_in_B.","(t, s, ent, *)","({April 09, 2226}, {Mercury Twilight Observatory}, {Scarlett Thomas}, *)",story_diff::set_difference,all,"{""only_in_A"": [""subspace antenna failure""], ""only_in_B"": []}",,"{""only_in_A"": [""subspace antenna failure""], ""only_in_B"": []}",1,1,set(),,Spot the Differences,Story synthetic spot_the_differences,c,t|s|ent,True,story_synthetic_balanced,True,spot_the_differences,Rebalanced from Search to Spot the Differences; cue preserved,115,Search
13,0,2032,"Story composite task: Use two story queries.
A) Recall the key events that occurred at Eridani Metallurgy Complex on April 09, 2226. Describe what happened, focusing on the actions or occurrences rather than who was involved.
B) Think about what happened at Europa Subsurface Laboratory on December 26, 2226. List all protagonists involved in any events at this time and place, without describing the events.
Take answer(A), remove all items that also appear in answer(B), then return the remaining items sorted alphabetically.","(t, s, *, *)","({April 09, 2226}, {Eridani Metallurgy Complex}, *, *)",story_composite::difference_then_sort,all,[],,"{""remaining_sorted"": []}",0,0,"{'content', 'date', 'entity'}",True,Composite,Story synthetic composite,ent|c,t|s,True,story_synthetic_balanced,True,composite,Rebalanced from Search to Composite; cue preserved,116,Search
31,1,1416,What is the most recent location where Logan Diaz was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Logan Diaz}, *)",Spaces,latest,['Mercury Twilight Observatory'],[5],{5: 'Mercury Twilight Observatory'},1,1,set(),,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True,original,False,,,117,
10,2,62,"Story spot-the-differences: Compare answers of these two story queries.
A) Consider all events involving atmospheric scrubber failure. List all the locations where these events took place, without mentioning the events themselves.
B) Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Reflect on events related to bio-neural gel pack infection. Provide a list of all protagonists involved in these events, without describing the events.
Return only_in_A and only_in_B.","(*, *, *, c)","(*, *, *, {atmospheric scrubber failure})",story_diff::set_difference,all,"{""only_in_A"": [""Hydra Cloud Facility"", ""Luna Oceanus Trading Post""], ""only_in_B"": [""0""]}",,"{""only_in_A"": [""Hydra Cloud Facility"", ""Luna Oceanus Trading Post""], ""only_in_B"": [""0""]}",2,2,set(),,Spot the Differences,Story synthetic spot_the_differences,t|s|ent,c,True,story_synthetic_balanced,True,spot_the_differences,Rebalanced from Search to Spot the Differences; cue preserved,118,Search
26,1,310,"Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Consider the events involving both Ezra Edwards and plasma conduit rupture on December 03, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({December 03, 2226}, *, {Ezra Edwards}, {plasma conduit rupture})",story_state::latest_chapter,latest,24,,{'latest_chapter': 24},1,1,set(),,Stateful Processing,Story synthetic stateful_processing,s,t|ent|c,True,story_synthetic_balanced,True,stateful_processing,Rebalanced from Search to Stateful Processing; cue preserved,119,Search
14,0,1697,"Story spot-the-differences: Compare answers of these two story queries.
A) Consider the events involving Scarlett Thomas on August 12, 2225. List all the locations where these events took place, without describing the events themselves.
B) Story spot-the-differences: Compare answers of these two story queries.
A) Reflect on what Levi Rodriguez experienced on December 26, 2226. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.
B) Reflect on what Jaxon Howard experienced on August 12, 2225. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.
Return only_in_A and only_in_B.
Return only_in_A and only_in_B.","(t, *, ent, *)","({August 12, 2225}, *, {Scarlett Thomas}, *)",story_diff::set_difference,all,"{""only_in_A"": [], ""only_in_B"": [""['subspace antenna failure']"", ""[]""]}",,"{""only_in_A"": [], ""only_in_B"": [""['subspace antenna failure']"", ""[]""]}",0,0,{'date'},False,Spot the Differences,Story synthetic spot_the_differences,s|c,t|ent,True,story_synthetic_balanced,True,spot_the_differences,Rebalanced from Search to Spot the Differences; cue preserved,120,Search
16,1,618,"Story composite task: Use two story queries.
A) Recall the events related to artificial atmosphere toxicity that occurred on February 27, 2226. List all the locations where these events took place, without describing the events themselves.
B) Story recall-and-edit: Start from the answer to this story query: ""Think about the events involving artificial atmosphere toxicity on February 27, 2226. Provide a list of all protagonists involved in these events, without describing the events."". Remove ""Benjamin Green"" from the answer. Return only the remaining items.
Take answer(A), remove all items that also appear in answer(B), then return the remaining items sorted alphabetically.","(t, *, *, c)","({February 27, 2226}, *, *, {artificial atmosphere toxicity})",story_composite::difference_then_sort,all,"[""Europa Subsurface Laboratory""]",,"{""remaining_sorted"": [""Europa Subsurface Laboratory""]}",1,1,set(),,Composite,Story synthetic composite,s|ent,t|c,True,story_synthetic_balanced,True,composite,Rebalanced from Search to Composite; cue preserved,121,Search
24,1,863,"Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Recall what happened involving Zoe Brown at Europa Subsurface Laboratory on December 26, 2226. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({December 26, 2226}, {Europa Subsurface Laboratory}, {Zoe Brown}, *)",story_state::latest_chapter,latest,49,,{'latest_chapter': 49},1,1,set(),,Stateful Processing,Story synthetic stateful_processing,c,t|s|ent,True,story_synthetic_balanced,True,stateful_processing,Rebalanced from Search to Stateful Processing; cue preserved,122,Search
19,1,943,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Reflect on Zoe Brown's experiences at Barnard's Star Propulsion Lab. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Barnard's Star Propulsion Lab}, {Zoe Brown}, *)",story_compute::sort_items,chronological,"[""navigation computer blackout""]",,"{""sorted_items"": [""navigation computer blackout""]}",1,1,set(),,Compute on Sets and Lists,Story synthetic compute_on_sets_and_lists,t|c,s|ent,True,story_synthetic_balanced,True,compute_on_sets_and_lists,Rebalanced from Search to Compute on Sets and Lists; cue preserved,123,Search
34,0,1795,List all locations visited by Daniel Lopez in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Daniel Lopez}, *)",Spaces,chronological,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True,original,False,,,124,
4,"{3,4,5}",361,"Story recall-and-edit: Start from the answer to this story query: ""Consider the location Eridani Metallurgy Complex. List all protagonists that have been involved in any events at this location, without mentioning the events themselves."". Remove ""Carter Stewart"" from that answer. Return only the remaining items.","(*, s, *, *)","(*, {Eridani Metallurgy Complex}, *, *)",story_edit::remove_one,all,"{'Henry Reed', 'Zoe Brown'}",,"{'remaining_items': ['Henry Reed', 'Zoe Brown']}",3,3,set(),,Recall and Edit,Story-grounded remove-one edit,t|ent|c,s,True,story_synthetic,True,recall_and_edit,Removed item: Carter Stewart,125,
12,1,1328,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Think about what happened at Europa Subsurface Laboratory on December 26, 2226. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({December 26, 2226}, {Europa Subsurface Laboratory}, *, *)",story_compute::sort_items,chronological,"[""Zoe Brown""]",,"{""sorted_items"": [""Zoe Brown""]}",1,1,set(),,Compute on Sets and Lists,Story synthetic compute_on_sets_and_lists,ent|c,t|s,True,story_synthetic_balanced,True,compute_on_sets_and_lists,Rebalanced from Search to Compute on Sets and Lists; cue preserved,126,Search
21,1,1235,"Story spot-the-differences: Compare answers of these two story queries.
A) Think about the events involving navigation computer blackout at Eridani Metallurgy Complex. List all protagonists involved in these events, without mentioning the events themselves.
B) Recall all events related to vacuum seal deterioration that occurred at Dyson Swarm Control. Provide a list of all dates when these events took place, without describing the events.
Return only_in_A and only_in_B.","(*, s, *, c)","(*, {Eridani Metallurgy Complex}, *, {navigation computer blackout})",story_diff::set_difference,all,"{""only_in_A"": [""Henry Reed""], ""only_in_B"": [""May 07, 2224""]}",,"{""only_in_A"": [""Henry Reed""], ""only_in_B"": [""May 07, 2224""]}",1,1,set(),,Spot the Differences,Story synthetic spot_the_differences,t|ent,s|c,True,story_synthetic_balanced,True,spot_the_differences,Rebalanced from Search to Spot the Differences; cue preserved,127,Search
28,1,857,"Recall what happened involving Zoe Brown and subspace antenna failure at Europa Subsurface Laboratory on December 26, 2226 and list only who else was involved (if anyone).","(t, s, ent, c)","({December 26, 2226}, {Europa Subsurface Laboratory}, {Zoe Brown}, {subspace antenna failure})",Other entities,all,set(),{49},{49: []},0,1,set(),,Match and Compare,Co-occurrence lookup excluding anchor entity,,t|s|ent|c,True,original,False,,,128,
26,1,330,"Story recall-and-edit: Start from the answer to this story query: ""Consider the events involving both Levi Rodriguez and subspace antenna failure on December 26, 2226. List all the locations where these events took place, without describing the events themselves."". Remove ""Triton Gas Colony"" from the answer. Return only the remaining items.","(t, *, ent, c)","({December 26, 2226}, *, {Levi Rodriguez}, {subspace antenna failure})",story_edit::remove_one,all,set(),,{'remaining_items': []},1,1,set(),,Recall and Edit,Story synthetic recall_and_edit,s,t|ent|c,True,story_synthetic_balanced,True,recall_and_edit,Rebalanced from Search to Recall and Edit; cue preserved,129,Search
25,1,1292,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Think about the events related to fusion core breach that occurred at Sedna Long Range Observatory on April 09, 2226. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({April 09, 2226}, {Sedna Long Range Observatory}, *, {fusion core breach})",story_compute::sort_items,chronological,"[""Lily Nguyen""]",,"{""sorted_items"": [""Lily Nguyen""]}",1,1,set(),,Compute on Sets and Lists,Story synthetic compute_on_sets_and_lists,ent,t|s|c,True,story_synthetic_balanced,True,compute_on_sets_and_lists,Rebalanced from Search to Compute on Sets and Lists; cue preserved,130,Search
2,1,914,"Story composite task: Use two story queries.
A) Reflect on May 07, 2224. Describe all the key events that occurred on this date, focusing on what happened rather than who was involved or where it took place.
B) Story recall-and-edit: Start from the answer to this story query: ""Consider all events that happened on April 09, 2226. Provide a list of all protagonists involved in any of these events, without describing the events themselves."". Remove ""Benjamin Green"" from that answer. Return only the remaining items.
Take answer(A), remove all items that also appear in answer(B), then return the remaining items sorted alphabetically.","(t, *, *, *)","({May 07, 2224}, *, *, *)",story_composite::difference_then_sort,all,"[""vacuum seal deterioration""]",,"{""remaining_sorted"": [""vacuum seal deterioration""]}",1,1,set(),,Composite,Story synthetic composite,s|ent|c,t,True,story_synthetic_balanced,True,composite,Rebalanced from Search to Composite; cue preserved,131,Search
28,0,2114,"Recall what happened involving Chloe Castillo and tachyon field surge at Hydra Cloud Facility on April 09, 2226 and list only who else was involved (if anyone).","(t, s, ent, c)","({April 09, 2226}, {Hydra Cloud Facility}, {Chloe Castillo}, {tachyon field surge})",Other entities,all,set(),set(),{},0,0,"{'content', 'entity'}",True,Match and Compare,Co-occurrence lookup excluding anchor entity,,t|s|ent|c,True,original,False,,,132,
15,1,1056,"Story composite task: Use two story queries.
A) Reflect on what Ezra Edwards experienced on December 03, 2226. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.
B) Consider the events involving Jaxon Howard on August 12, 2225. List all the locations where these events took place, without describing the events themselves.
Take answer(A), remove all items that also appear in answer(B), then return the remaining items sorted alphabetically.","(t, *, ent, *)","({December 03, 2226}, *, {Ezra Edwards}, *)",story_composite::difference_then_sort,all,"[""plasma conduit rupture""]",,"{""remaining_sorted"": [""plasma conduit rupture""]}",1,1,set(),,Composite,Story synthetic composite,s|c,t|ent,True,story_synthetic_balanced,True,composite,Rebalanced from Search to Composite; cue preserved,133,Search
1,"{3,4,5}",215,"Story recall-and-edit: Start from the answer to this story query: ""Consider all events that happened on April 09, 2226. Provide a list of all protagonists involved in any of these events, without describing the events themselves."". Remove ""Benjamin Green"" from that answer. Return only the remaining items.","(t, *, *, *)","({April 09, 2226}, *, *, *)",story_edit::remove_one,all,"{'Scarlett Thomas', 'Lily Nguyen'}",,"{'remaining_items': ['Lily Nguyen', 'Scarlett Thomas']}",3,3,set(),,Recall and Edit,Story-grounded remove-one edit,s|ent|c,t,True,story_synthetic,True,recall_and_edit,Removed item: Benjamin Green,134,
13,0,2071,"Story recall-and-edit: For query ""Recall the key events that occurred at Triton Gas Colony on December 03, 2226. Describe what happened, focusing on the actions or occurrences rather than who was involved."", return an empty answer.","(t, s, *, *)","({December 03, 2226}, {Triton Gas Colony}, *, *)",story_edit::empty,all,set(),,{'remaining_items': []},0,0,"{'content', 'date', 'entity'}",True,Recall and Edit,Story synthetic recall_and_edit,ent|c,t|s,True,story_synthetic_balanced,True,recall_and_edit,Rebalanced from Search to Recall and Edit; cue preserved,135,Search
5,"{3,4,5}",728,"Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Recall the various events that have taken place at Europa Subsurface Laboratory. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Europa Subsurface Laboratory}, *, *)",story_state::latest_chapter,latest,49,,{'latest_chapter': 49},3,4,set(),,Stateful Processing,Story synthetic stateful_processing,t|ent|c,s,True,story_synthetic_balanced,True,stateful_processing,Rebalanced from Search to Stateful Processing; cue preserved,136,Search
2,2,917,"Story recall-and-edit: Start from the answer to this story query: ""Reflect on May 28, 2225. Describe all the key events that occurred on this date, focusing on what happened rather than who was involved or where it took place."". Remove ""atmospheric scrubber failure"" from the answer. Return only the remaining items.","(t, *, *, *)","({May 28, 2225}, *, *, *)",story_edit::remove_one,all,{'magnetic confinement rupture'},,{'remaining_items': ['magnetic confinement rupture']},2,2,set(),,Recall and Edit,Story synthetic recall_and_edit,s|ent|c,t,True,story_synthetic_balanced,True,recall_and_edit,Rebalanced from Search to Recall and Edit; cue preserved,137,Search
29,1,459,"Provide a comprehensive account of what happened involving Ezra Edwards and plasma conduit rupture at Titania Quantum Lab on December 03, 2226. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({December 03, 2226}, {Titania Quantum Lab}, {Ezra Edwards}, {plasma conduit rupture})",Full event details,all,{'Full chapter 24'},{24},{24: ['Full chapter 24']},1,1,set(),,Composite,Story full event details,,t|s|ent|c,True,original,False,,,138,
26,0,1727,"Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Consider the events involving both Jaxon Howard and cosmic string vibration on August 12, 2225. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({August 12, 2225}, *, {Jaxon Howard}, {cosmic string vibration})",story_state::latest_chapter,latest,0,,{'latest_chapter': 0},0,0,"{'content', 'date', 'location', 'entity'}",False,Stateful Processing,Story synthetic stateful_processing,s,t|ent|c,True,story_synthetic_balanced,True,stateful_processing,Rebalanced from Search to Stateful Processing; cue preserved,139,Search
