q_idx,bins_items_correct_answer,debug_level_2,question,cue,cue_completed,retrieval_type,get,correct_answer,correct_answer_chapters,correct_answer_detailed,n_items_correct_answer,n_chapters_correct_answer,debug_changed,debug_existing_change,minerva_category,minerva_subtask,missing_tuple_elements,present_tuple_elements,minerva_category_known,combined_source,is_synthetic,synthetic_type,synthetic_note,combined_q_idx,original_minerva_category
19,0,2263,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Reflect on Samuel Parker's experiences at Auckland Region. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.
B) Consider all events involving Henry Reed at Antioquia Department. Provide a list of all dates when these events occurred, without describing the events.
Return the intersection.","(*, s, ent, *)","(*, {Auckland Region}, {Samuel Parker}, *)",story_compare::intersection,all,set(),,{'shared_items': []},0,0,"{'date', 'location'}",False,Match and Compare,Story synthetic match_and_compare,t|c,s|ent,True,story_synthetic_balanced,True,match_and_compare,Rebalanced from Search to Match and Compare; cue preserved,97,Search
28,0,2147,"Recall what happened involving Jaxon Howard and reservoir breach at East Java on August 12, 2025 and list only who else was involved (if anyone).","(t, s, ent, c)","({August 12, 2025}, {East Java}, {Jaxon Howard}, {reservoir breach})",Other entities,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False,Match and Compare,Co-occurrence lookup excluding anchor entity,,t|s|ent|c,True,original,False,,,98,
20,0,1896,"Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Recall all events related to bridge collapse that occurred at Amman Governorate. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Amman Governorate}, *, {bridge collapse})",story_state::latest_chapter,latest,0,,{'latest_chapter': 0},0,0,"{'location', 'date'}",False,Stateful Processing,Story synthetic stateful_processing,t|ent,s|c,True,story_synthetic_balanced,True,stateful_processing,Rebalanced from Search to Stateful Processing; cue preserved,99,Search
20,1,510,"Story spot-the-difference: Compare the answers to these two story queries and list differences.
A) Recall all events related to bridge collapse that occurred at Buenos Aires Province. Provide a list of all dates when these events took place, without describing the events.
B) Reflect on what Scarlett Thomas experienced on April 09, 2026. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.
Return two lists: only_in_A and only_in_B.","(*, s, *, c)","(*, {Buenos Aires Province}, *, {bridge collapse})",story_diff::set_difference,all,"{""only_in_A"": [""January 03, 2026""], ""only_in_B"": [""factory explosion""]}",,"{""only_in_A"": [""January 03, 2026""], ""only_in_B"": [""factory explosion""]}",1,1,set(),,Spot the Differences,Story-grounded set difference,t|ent,s|c,True,story_synthetic,True,spot_the_differences,Compared q_idx 20 vs 15,100,
35,2,386,"Enumerate all activities that Chloe Castillo has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Chloe Castillo}, *)",Event contents,chronological,"['vote counting disruption', 'residential tower fire']","[12, 2]","{2: 'residential tower fire', 12: 'vote counting disruption'}",2,2,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True,original,False,,,101,
5,"{3,4,5}",729,"Story recall-and-edit: Start from the answer to this story query: ""Recall the various events that have taken place at Kampong Cham Province. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved."". Remove ""nuclear plant meltdown"" from the answer. Return only the remaining items.","(*, s, *, *)","(*, {Kampong Cham Province}, *, *)",story_edit::remove_one,all,"{'tuberculosis outbreak', 'volcanic eruption'}",,"{'remaining_items': ['tuberculosis outbreak', 'volcanic eruption']}",3,3,set(),,Recall and Edit,Story synthetic recall_and_edit,t|ent|c,s,True,story_synthetic_balanced,True,recall_and_edit,Rebalanced from Search to Recall and Edit; cue preserved,102,Search
0,1,597,"Recall all the events that occurred on March 23, 2025. Without describing the events, list all the unique locations where these events took place.","(t, *, *, *)","({March 23, 2025}, *, *, *)",Spaces,all,{'Rajasthan'},{47},{47: 'Rajasthan'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True,original,False,,,103,
27,1,92,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Consider all events involving both Henry Reed and residential tower fire at Antioquia Department. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Antioquia Department}, {Henry Reed}, {residential tower fire})",story_compute::sort_items,chronological,"[""November 13, 2026""]",,"{""sorted_items"": [""November 13, 2026""]}",1,1,set(),,Compute on Sets and Lists,Story synthetic compute_on_sets_and_lists,t,s|ent|c,True,story_synthetic_balanced,True,compute_on_sets_and_lists,Rebalanced from Search to Compute on Sets and Lists; cue preserved,104,Search
24,1,816,"Story spot-the-difference: Compare the answers to these two story queries and list differences.
A) Recall what happened involving Lily Nguyen at Minas Gerais on April 09, 2026. Describe the key events or activities that occurred, focusing on what happened.
B) Think about the events involving factory explosion on December 26, 2026. Provide a list of all protagonists involved in these events, without describing the events.
Return two lists: only_in_A and only_in_B.","(t, s, ent, *)","({April 09, 2026}, {Minas Gerais}, {Lily Nguyen}, *)",story_diff::set_difference,all,"{""only_in_A"": [""residential tower fire""], ""only_in_B"": [""Levi Rodriguez"", ""Zoe Brown""]}",,"{""only_in_A"": [""residential tower fire""], ""only_in_B"": [""Levi Rodriguez"", ""Zoe Brown""]}",1,1,set(),,Spot the Differences,Story-grounded set difference,c,t|s|ent,True,story_synthetic,True,spot_the_differences,Compared q_idx 24 vs 17,105,
1,0,1627,"Story composite task: Use two story queries.
A) Consider all events that happened on August 12, 2025. Provide a list of all protagonists involved in any of these events, without describing the events themselves.
B) Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Consider all events that happened on January 26, 2025. Provide a list of all protagonists involved in any of these events, without describing the events themselves.
Take answer(A), remove all items that also appear in answer(B), then return the remaining items sorted alphabetically.","(t, *, *, *)","({August 12, 2025}, *, *, *)",story_composite::difference_then_sort,all,[],,"{""remaining_sorted"": []}",0,0,"{'content', 'location', 'entity', 'date'}",False,Composite,Story synthetic composite,s|ent|c,t,True,story_synthetic_balanced,True,composite,Rebalanced from Search to Composite; cue preserved,106,Search
17,2,1171,"Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Think about the events involving factory explosion on December 26, 2026. Provide a list of all protagonists involved in these events, without describing the events.","(t, *, *, c)","({December 26, 2026}, *, *, {factory explosion})",story_state::latest_chapter,latest,49,,{'latest_chapter': 49},2,2,set(),,Stateful Processing,Story synthetic stateful_processing,s|ent,t|c,True,story_synthetic_balanced,True,stateful_processing,Rebalanced from Search to Stateful Processing; cue preserved,107,Search
19,0,2268,"Reflect on Sofia Ramos's experiences at Andalusia. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Andalusia}, {Sofia Ramos}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True,original,False,,,108,
25,0,2572,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Think about the events related to reservoir breach that occurred at East Java on August 12, 2025. List all protagonists involved in these events, without describing the events themselves.
B) Think about the events related to political assassination that occurred at Maharashtra on August 12, 2025. List all protagonists involved in these events, without describing the events themselves.
Return the intersection.","(t, s, *, c)","({August 12, 2025}, {East Java}, *, {reservoir breach})",story_compare::intersection,all,set(),,{'shared_items': []},0,0,"{'content', 'location', 'entity', 'date'}",False,Match and Compare,Story synthetic match_and_compare,ent,t|s|c,True,story_synthetic_balanced,True,match_and_compare,Rebalanced from Search to Match and Compare; cue preserved,109,Search
24,0,2200,"Story composite task: Use two story queries.
A) Recall what happened involving Scarlett Thomas at Maharashtra on August 12, 2025. Describe the key events or activities that occurred, focusing on what happened.
B) Recall what happened involving Jaxon Howard at East Java on August 12, 2025. Describe the key events or activities that occurred, focusing on what happened.
Take answer(A), remove all items that also appear in answer(B), then return the remaining items sorted alphabetically.","(t, s, ent, *)","({August 12, 2025}, {Maharashtra}, {Scarlett Thomas}, *)",story_composite::difference_then_sort,all,[],,"{""remaining_sorted"": []}",0,0,{'date'},False,Composite,Story synthetic composite,c,t|s|ent,True,story_synthetic_balanced,True,composite,Rebalanced from Search to Composite; cue preserved,110,Search
8,1,1108,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Think about Brooklyn Ross's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Brooklyn Ross}, *)",story_compute::sort_items,chronological,"[""police force strike""]",,"{""sorted_items"": [""police force strike""]}",1,1,set(),,Compute on Sets and Lists,Story synthetic compute_on_sets_and_lists,t|s|c,ent,True,story_synthetic_balanced,True,compute_on_sets_and_lists,Rebalanced from Search to Compute on Sets and Lists; cue preserved,111,Search
26,1,349,"Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Consider the events involving both Scarlett Thomas and factory explosion on April 09, 2026. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({April 09, 2026}, *, {Scarlett Thomas}, {factory explosion})",story_state::latest_chapter,latest,46,,{'latest_chapter': 46},1,1,set(),,Stateful Processing,Story synthetic stateful_processing,s,t|ent|c,True,story_synthetic_balanced,True,stateful_processing,Rebalanced from Search to Stateful Processing; cue preserved,112,Search
25,1,1310,"Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Think about the events related to volcanic eruption that occurred at Nairobi County on April 09, 2026. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({April 09, 2026}, {Nairobi County}, *, {volcanic eruption})",story_state::latest_chapter,latest,14,,{'latest_chapter': 14},1,1,set(),,Stateful Processing,Story synthetic stateful_processing,ent,t|s|c,True,story_synthetic_balanced,True,stateful_processing,Rebalanced from Search to Stateful Processing; cue preserved,113,Search
12,1,1355,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Think about what happened at Nairobi County on April 09, 2026. List all protagonists involved in any events at this time and place, without describing the events.
B) Story spot-the-differences: Compare answers of these two story queries.
A) Recall the key events that occurred at Minas Gerais on April 09, 2026. Describe what happened, focusing on the actions or occurrences rather than who was involved.
B) Recall the key events that occurred at Maharashtra on August 12, 2025. Describe what happened, focusing on the actions or occurrences rather than who was involved.
Return only_in_A and only_in_B.
Return the intersection.","(t, s, *, *)","({April 09, 2026}, {Nairobi County}, *, *)",story_compare::intersection,all,set(),,{'shared_items': []},1,1,set(),,Match and Compare,Story synthetic match_and_compare,ent|c,t|s,True,story_synthetic_balanced,True,match_and_compare,Rebalanced from Search to Match and Compare; cue preserved,114,Search
29,0,1885,"Provide a comprehensive account of what happened involving Scarlett Thomas and political assassination at Maharashtra on August 12, 2025. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({August 12, 2025}, {Maharashtra}, {Scarlett Thomas}, {political assassination})",Full event details,all,set(),set(),{},0,0,{'date'},False,Composite,Story full event details,,t|s|ent|c,True,original,False,,,115,
8,2,1117,"Story recall-and-edit: Start from the answer to this story query: ""Think about Lillian Mendoza's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred."". Remove ""produce contamination outbreak"" from that answer. Return only the remaining items.","(*, *, ent, *)","(*, *, {Lillian Mendoza}, *)",story_edit::remove_one,all,{'residential tower fire'},,{'remaining_items': ['residential tower fire']},2,2,set(),,Recall and Edit,Story-grounded remove-one edit,t|s|c,ent,True,story_synthetic,True,recall_and_edit,Removed item: produce contamination outbreak,116,
25,1,1295,"Story composite task: Use two story queries.
A) Think about the events related to residential tower fire that occurred at Minas Gerais on April 09, 2026. List all protagonists involved in these events, without describing the events themselves.
B) Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Think about the events related to water supply contamination that occurred at Minas Gerais on April 09, 2026. List all protagonists involved in these events, without describing the events themselves.
Take answer(A), remove all items that also appear in answer(B), then return the remaining items sorted alphabetically.","(t, s, *, c)","({April 09, 2026}, {Minas Gerais}, *, {residential tower fire})",story_composite::difference_then_sort,all,"[""Lily Nguyen""]",,"{""remaining_sorted"": [""Lily Nguyen""]}",1,1,set(),,Composite,Story synthetic composite,ent,t|s|c,True,story_synthetic_balanced,True,composite,Rebalanced from Search to Composite; cue preserved,117,Search
14,1,289,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Consider the events involving Scarlett Thomas on April 09, 2026. List all the locations where these events took place, without describing the events themselves.
B) Story recall-and-edit: For query ""Consider the events involving Chloe Castillo on April 09, 2026. List all the locations where these events took place, without describing the events themselves."", return an empty answer.
Return the intersection.","(t, *, ent, *)","({April 09, 2026}, *, {Scarlett Thomas}, *)",story_compare::intersection,all,set(),,{'shared_items': []},1,1,set(),,Match and Compare,Story synthetic match_and_compare,s|c,t|ent,True,story_synthetic_balanced,True,match_and_compare,Rebalanced from Search to Match and Compare; cue preserved,118,Search
15,0,2402,"Story recall-and-edit: For query ""Reflect on what Scarlett Thomas experienced on August 12, 2025. Describe all the key events they were involved in, focusing on what happened rather than where it occurred."", return an empty answer.","(t, *, ent, *)","({August 12, 2025}, *, {Scarlett Thomas}, *)",story_edit::empty,all,set(),,{'remaining_items': []},0,0,{'date'},False,Recall and Edit,Story synthetic recall_and_edit,s|c,t|ent,True,story_synthetic_balanced,True,recall_and_edit,Rebalanced from Search to Recall and Edit; cue preserved,119,Search
14,0,1653,"Story recall-and-edit: For query ""Consider the events involving Chloe Castillo on April 09, 2026. List all the locations where these events took place, without describing the events themselves."", return an empty answer.","(t, *, ent, *)","({April 09, 2026}, *, {Chloe Castillo}, *)",story_edit::empty,all,set(),,{'remaining_items': []},0,0,"{'content', 'entity'}",True,Recall and Edit,Story synthetic recall_and_edit,s|c,t|ent,True,story_synthetic_balanced,True,recall_and_edit,Rebalanced from Search to Recall and Edit; cue preserved,120,Search
4,2,377,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Consider the location Sichuan Province. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Sichuan Province}, *, *)",story_compute::sort_items,chronological,"[""Levi Rodriguez"", ""Noah Williams""]",,"{""sorted_items"": [""Levi Rodriguez"", ""Noah Williams""]}",2,2,set(),,Compute on Sets and Lists,Story synthetic compute_on_sets_and_lists,t|ent|c,s,True,story_synthetic_balanced,True,compute_on_sets_and_lists,Rebalanced from Search to Compute on Sets and Lists; cue preserved,121,Search
22,0,1504,"Consider all events involving both Carter Stewart and tram collision. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Carter Stewart}, {tram collision})",Times,all,set(),set(),{},0,0,"{'content', 'location'}",False,Search,Keyed retrieval from episodic event memory,t|s,ent|c,True,original,False,,,122,
2,0,2233,"Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Reflect on January 24, 2025. Describe all the key events that occurred on this date, focusing on what happened rather than who was involved or where it took place.","(t, *, *, *)","({January 24, 2025}, *, *, *)",story_state::latest_chapter,latest,0,,{'latest_chapter': 0},0,0,"{'content', 'date'}",False,Stateful Processing,Story synthetic stateful_processing,s|ent|c,t,True,story_synthetic_balanced,True,stateful_processing,Rebalanced from Search to Stateful Processing; cue preserved,123,Search
24,0,2186,"Recall what happened involving Noah Williams at Kampong Cham Province on April 09, 2026. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({April 09, 2026}, {Kampong Cham Province}, {Noah Williams}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'date', 'entity'}",True,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True,original,False,,,124,
27,1,121,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Consider all events involving both Lillian Mendoza and produce contamination outbreak at Bagmati Province. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Bagmati Province}, {Lillian Mendoza}, {produce contamination outbreak})",story_compute::sort_items,chronological,"[""November 13, 2026""]",,"{""sorted_items"": [""November 13, 2026""]}",1,1,set(),,Compute on Sets and Lists,Story synthetic compute_on_sets_and_lists,t,s|ent|c,True,story_synthetic_balanced,True,compute_on_sets_and_lists,Rebalanced from Search to Compute on Sets and Lists; cue preserved,125,Search
12,1,1353,"Story spot-the-differences: Compare answers of these two story queries.
A) Think about what happened at Minas Gerais on April 09, 2026. List all protagonists involved in any events at this time and place, without describing the events.
B) Story recall-and-edit: Start from the answer to this story query: ""Recall the key events that occurred at Greater Mumbai on April 09, 2026. Describe what happened, focusing on the actions or occurrences rather than who was involved."". Remove ""factory explosion"" from the answer. Return only the remaining items.
Return only_in_A and only_in_B.","(t, s, *, *)","({April 09, 2026}, {Minas Gerais}, *, *)",story_diff::set_difference,all,"{""only_in_A"": [""Lily Nguyen""], ""only_in_B"": []}",,"{""only_in_A"": [""Lily Nguyen""], ""only_in_B"": []}",1,1,set(),,Spot the Differences,Story synthetic spot_the_differences,ent|c,t|s,True,story_synthetic_balanced,True,spot_the_differences,Rebalanced from Search to Spot the Differences; cue preserved,126,Search
21,0,2472,"Story recall-and-edit: For query ""Think about the events involving flash flood emergency at Auckland Region. List all protagonists involved in these events, without mentioning the events themselves."", return an empty answer.","(*, s, *, c)","(*, {Auckland Region}, *, {flash flood emergency})",story_edit::empty,all,set(),,{'remaining_items': []},0,0,"{'date', 'location'}",False,Recall and Edit,Story synthetic recall_and_edit,t|ent,s|c,True,story_synthetic_balanced,True,recall_and_edit,Rebalanced from Search to Recall and Edit; cue preserved,127,Search
29,1,458,"Provide a comprehensive account of what happened involving Ezra Edwards and flash flood emergency at Ontario on December 03, 2026. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({December 03, 2026}, {Ontario}, {Ezra Edwards}, {flash flood emergency})",Full event details,all,{'Full chapter 24'},{24},{24: ['Full chapter 24']},1,1,set(),,Composite,Story full event details,,t|s|ent|c,True,original,False,,,128,
10,"{3,4,5}",180,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Consider all events involving police force strike. List all the locations where these events took place, without mentioning the events themselves.","(*, *, *, c)","(*, *, *, {police force strike})",story_compute::sort_items,chronological,"[""Greater Mumbai"", ""New South Wales"", ""Vermont""]",,"{""sorted_items"": [""Greater Mumbai"", ""New South Wales"", ""Vermont""]}",3,3,set(),,Compute on Sets and Lists,Story synthetic compute_on_sets_and_lists,t|s|ent,c,True,story_synthetic_balanced,True,compute_on_sets_and_lists,Rebalanced from Search to Compute on Sets and Lists; cue preserved,129,Search
13,0,2049,"Recall the key events that occurred at Maharashtra on August 12, 2025. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({August 12, 2025}, {Maharashtra}, *, *)",Event contents,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True,original,False,,,130,
6,6+,971,"Reflect on all events involving Zoe Brown. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Zoe Brown}, *)",Times,all,"{'October 12, 2024', 'November 13, 2026', 'January 26, 2025', 'March 23, 2024', 'June 14, 2025', 'May 07, 2024', 'December 26, 2026'}","{4, 41, 16, 17, 49, 57, 28}","{4: 'May 07, 2024', 16: 'March 23, 2024', 17: 'June 14, 2025', 28: 'October 12, 2024', 41: 'January 26, 2025', 49: 'December 26, 2026', 57: 'November 13, 2026'}",7,7,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True,original,False,,,131,
29,0,1870,"Provide a comprehensive account of what happened involving Lily Nguyen and water supply contamination at Minas Gerais on April 09, 2026. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({April 09, 2026}, {Minas Gerais}, {Lily Nguyen}, {water supply contamination})",Full event details,all,set(),set(),{},0,0,{'content'},False,Composite,Story full event details,,t|s|ent|c,True,original,False,,,132,
27,0,1515,"Consider all events involving both Ella Ross and airport shutdown at Alberta. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Alberta}, {Ella Ross}, {airport shutdown})",Times,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False,Search,Keyed retrieval from episodic event memory,t,s|ent|c,True,original,False,,,133,
24,0,2113,"Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Recall what happened involving Chloe Castillo at Nairobi County on April 09, 2026. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({April 09, 2026}, {Nairobi County}, {Chloe Castillo}, *)",story_state::latest_chapter,latest,0,,{'latest_chapter': 0},0,0,"{'content', 'entity'}",True,Stateful Processing,Story synthetic stateful_processing,c,t|s|ent,True,story_synthetic_balanced,True,stateful_processing,Rebalanced from Search to Stateful Processing; cue preserved,134,Search
1,0,1630,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Consider all events that happened on January 22, 2025. Provide a list of all protagonists involved in any of these events, without describing the events themselves.
B) Recall all the events that occurred on May 07, 2024. Without describing the events, list all the unique locations where these events took place.
Return the intersection.","(t, *, *, *)","({January 22, 2025}, *, *, *)",story_compare::intersection,all,set(),,{'shared_items': []},0,0,"{'location', 'content', 'date', 'entity'}",False,Match and Compare,Story synthetic match_and_compare,s|ent|c,t,True,story_synthetic_balanced,True,match_and_compare,Rebalanced from Search to Match and Compare; cue preserved,135,Search
9,6+,517,"Story recall-and-edit: Start from the answer to this story query: ""Recall all events related to bridge collapse. Provide a list of all dates when these events occurred, without describing the events."". Remove ""February 27, 2026"" from that answer. Return only the remaining items.","(*, *, *, c)","(*, *, *, {bridge collapse})",story_edit::remove_one,all,"{'September 13, 2025', 'October 12, 2024', 'September 27, 2025', 'January 03, 2026'}",,"{'remaining_items': ['January 03, 2026', 'October 12, 2024', 'September 13, 2025', 'September 27, 2025']}",5,7,set(),,Recall and Edit,Story-grounded remove-one edit,t|s|ent,c,True,story_synthetic,True,recall_and_edit,"Removed item: February 27, 2026",136,
21,1,1153,"Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Think about the events involving bridge collapse at Buenos Aires Province. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Buenos Aires Province}, *, {bridge collapse})",story_state::latest_chapter,latest,30,,{'latest_chapter': 30},1,1,set(),,Stateful Processing,Story synthetic stateful_processing,t|ent,s|c,True,story_synthetic_balanced,True,stateful_processing,Rebalanced from Search to Stateful Processing; cue preserved,137,Search
22,1,67,"Consider all events involving both Brooklyn Ross and police force strike. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Brooklyn Ross}, {police force strike})",Times,all,"{'October 13, 2024'}",{42},"{42: 'October 13, 2024'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|s,ent|c,True,original,False,,,138,
27,0,1581,"Consider all events involving both Samuel Parker and flash flood emergency at Auckland Region. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Auckland Region}, {Samuel Parker}, {flash flood emergency})",Times,all,set(),set(),{},0,0,"{'date', 'location'}",False,Search,Keyed retrieval from episodic event memory,t,s|ent|c,True,original,False,,,139,
15,1,1056,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Reflect on what Ezra Edwards experienced on December 03, 2026. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.
B) Story recall-and-edit: For query ""Consider the events involving Chloe Castillo on April 09, 2026. List all the locations where these events took place, without describing the events themselves."", return an empty answer.
Return the intersection.","(t, *, ent, *)","({December 03, 2026}, *, {Ezra Edwards}, *)",story_compare::intersection,all,set(),,{'shared_items': []},1,1,set(),,Match and Compare,Story synthetic match_and_compare,s|c,t|ent,True,story_synthetic_balanced,True,match_and_compare,Rebalanced from Search to Match and Compare; cue preserved,140,Search
26,1,333,"Story recall-and-edit: Start from the answer to this story query: ""Consider the events involving both Lily Nguyen and residential tower fire on April 09, 2026. List all the locations where these events took place, without describing the events themselves."". Remove ""Minas Gerais"" from the answer. Return only the remaining items.","(t, *, ent, c)","({April 09, 2026}, *, {Lily Nguyen}, {residential tower fire})",story_edit::remove_one,all,set(),,{'remaining_items': []},1,1,set(),,Recall and Edit,Story synthetic recall_and_edit,s,t|ent|c,True,story_synthetic_balanced,True,recall_and_edit,Rebalanced from Search to Recall and Edit; cue preserved,141,Search
12,0,2636,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Think about what happened at Vermont on December 03, 2026. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({December 03, 2026}, {Vermont}, *, *)",story_compute::sort_items,chronological,[],,"{""sorted_items"": []}",0,0,"{'content', 'date', 'entity'}",True,Compute on Sets and Lists,Story synthetic compute_on_sets_and_lists,ent|c,t|s,True,story_synthetic_balanced,True,compute_on_sets_and_lists,Rebalanced from Search to Compute on Sets and Lists; cue preserved,142,Search
24,1,752,"Story recall-and-edit: Start from the answer to this story query: ""Recall what happened involving Benjamin Green at Nairobi County on April 09, 2026. Describe the key events or activities that occurred, focusing on what happened."". Remove ""volcanic eruption"" from the answer. Return only the remaining items.","(t, s, ent, *)","({April 09, 2026}, {Nairobi County}, {Benjamin Green}, *)",story_edit::remove_one,all,set(),,{'remaining_items': []},1,1,set(),,Recall and Edit,Story synthetic recall_and_edit,c,t|s|ent,True,story_synthetic_balanced,True,recall_and_edit,Rebalanced from Search to Recall and Edit; cue preserved,143,Search
18,1,14,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Consider all events involving Henry Reed at Antioquia Department. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Antioquia Department}, {Henry Reed}, *)",story_compute::sort_items,chronological,"[""November 13, 2026""]",,"{""sorted_items"": [""November 13, 2026""]}",1,1,set(),,Compute on Sets and Lists,Story synthetic compute_on_sets_and_lists,t|c,s|ent,True,story_synthetic_balanced,True,compute_on_sets_and_lists,Rebalanced from Search to Compute on Sets and Lists; cue preserved,144,Search
23,2,1021,"Story recall-and-edit: Start from the answer to this story query: ""Reflect on the experiences of Levi Rodriguez related to train derailment. List all the unique locations where these events took place, without mentioning the events themselves."". Remove ""Rajasthan"" from that answer. Return only the remaining items.","(*, *, ent, c)","(*, *, {Levi Rodriguez}, {train derailment})",story_edit::remove_one,all,{'Sichuan Province'},,{'remaining_items': ['Sichuan Province']},2,2,set(),,Recall and Edit,Story-grounded remove-one edit,t|s,ent|c,True,story_synthetic,True,recall_and_edit,Removed item: Rajasthan,145,
0,1,598,"Story spot-the-differences: Compare answers of these two story queries.
A) Recall all the events that occurred on May 07, 2024. Without describing the events, list all the unique locations where these events took place.
B) Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Consider all events that happened on January 26, 2025. Provide a list of all protagonists involved in any of these events, without describing the events themselves.
Return only_in_A and only_in_B.","(t, *, *, *)","({May 07, 2024}, *, *, *)",story_diff::set_difference,all,"{""only_in_A"": [""Tuscany""], ""only_in_B"": [""Zoe Brown""]}",,"{""only_in_A"": [""Tuscany""], ""only_in_B"": [""Zoe Brown""]}",1,1,set(),,Spot the Differences,Story synthetic spot_the_differences,s|ent|c,t,True,story_synthetic_balanced,True,spot_the_differences,Rebalanced from Search to Spot the Differences; cue preserved,146,Search
15,0,2380,"Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Reflect on what Jaxon Howard experienced on August 12, 2025. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({August 12, 2025}, *, {Jaxon Howard}, *)",story_state::latest_chapter,latest,0,,{'latest_chapter': 0},0,0,"{'content', 'location', 'entity', 'date'}",False,Stateful Processing,Story synthetic stateful_processing,s|c,t|ent,True,story_synthetic_balanced,True,stateful_processing,Rebalanced from Search to Stateful Processing; cue preserved,147,Search
