q_idx,bins_items_correct_answer,debug_level_2,question,cue,cue_completed,retrieval_type,get,correct_answer,correct_answer_chapters,correct_answer_detailed,n_items_correct_answer,n_chapters_correct_answer,debug_changed,debug_existing_change
4,0,1679,"Consider the location Iapetus Dark Side Observatory. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Iapetus Dark Side Observatory}, *, *)",Entities,all,set(),set(),{},0,0,"{'location', 'entity'}",False
5,0,1982,"Recall the various events that have taken place at Amalthea Communications Hub. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Amalthea Communications Hub}, *, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False
5,0,1983,"Recall the various events that have taken place at Bernal Sphere One. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Bernal Sphere One}, *, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'date', 'location'}",False
5,0,1984,"Recall the various events that have taken place at Enceladus Ice Mine. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Enceladus Ice Mine}, *, *)",Event contents,all,set(),set(),{},0,0,"{'date', 'location'}",False
5,0,1985,"Recall the various events that have taken place at Hygiea Station. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Hygiea Station}, *, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False
5,0,1986,"Recall the various events that have taken place at Iapetus Dark Side Observatory. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Iapetus Dark Side Observatory}, *, *)",Event contents,all,set(),set(),{},0,0,"{'location', 'entity'}",False
3,0,2315,"Think about all events that have occurred at Amalthea Communications Hub. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Amalthea Communications Hub}, *, *)",Times,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False
3,0,2316,"Think about all events that have occurred at Bernal Sphere One. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Bernal Sphere One}, *, *)",Times,all,set(),set(),{},0,0,"{'content', 'date', 'location'}",False
3,0,2317,"Think about all events that have occurred at Enceladus Ice Mine. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Enceladus Ice Mine}, *, *)",Times,all,set(),set(),{},0,0,"{'date', 'location'}",False
3,0,2318,"Think about all events that have occurred at Hygiea Station. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Hygiea Station}, *, *)",Times,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False
3,0,2319,"Think about all events that have occurred at Iapetus Dark Side Observatory. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Iapetus Dark Side Observatory}, *, *)",Times,all,set(),set(),{},0,0,"{'location', 'entity'}",False
20,0,1816,"Recall all events related to database corruption event that occurred at Amalthea Communications Hub. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Amalthea Communications Hub}, *, {database corruption event})",Times,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False
20,0,1853,"Recall all events related to transwarp coil misalignment that occurred at Barnard's Star Propulsion Lab. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Barnard's Star Propulsion Lab}, *, {transwarp coil misalignment})",Times,all,set(),set(),{},0,0,"{'content', 'entity'}",False
20,0,1839,"Recall all events related to neural interface disruption that occurred at Bernal Sphere One. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Bernal Sphere One}, *, {neural interface disruption})",Times,all,set(),set(),{},0,0,"{'content', 'entity', 'location'}",False
20,0,1855,"Recall all events related to universal translator malfunction that occurred at Bernal Sphere One. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Bernal Sphere One}, *, {universal translator malfunction})",Times,all,set(),set(),{},0,0,"{'content', 'entity', 'date', 'location'}",False
20,0,1864,"Recall all events related to zero-point energy discharge that occurred at Bernal Sphere One. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Bernal Sphere One}, *, {zero-point energy discharge})",Times,all,set(),set(),{},0,0,"{'content', 'date', 'location'}",False
21,0,2348,"Think about the events involving database corruption event at Amalthea Communications Hub. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Amalthea Communications Hub}, *, {database corruption event})",Entities,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False
21,0,2402,"Think about the events involving transwarp coil misalignment at Barnard's Star Propulsion Lab. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Barnard's Star Propulsion Lab}, *, {transwarp coil misalignment})",Entities,all,set(),set(),{},0,0,"{'content', 'entity'}",False
21,0,2383,"Think about the events involving neural interface disruption at Bernal Sphere One. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Bernal Sphere One}, *, {neural interface disruption})",Entities,all,set(),set(),{},0,0,"{'content', 'entity', 'location'}",False
21,0,2404,"Think about the events involving universal translator malfunction at Bernal Sphere One. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Bernal Sphere One}, *, {universal translator malfunction})",Entities,all,set(),set(),{},0,0,"{'content', 'entity', 'date', 'location'}",False
21,0,2415,"Think about the events involving zero-point energy discharge at Bernal Sphere One. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Bernal Sphere One}, *, {zero-point energy discharge})",Entities,all,set(),set(),{},0,0,"{'content', 'date', 'location'}",False
18,0,1396,"Consider all events involving Elizabeth Hill at Amalthea Communications Hub. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Amalthea Communications Hub}, {Elizabeth Hill}, *)",Times,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False
18,0,1403,"Consider all events involving Julian Cook at Barnard's Star Propulsion Lab. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Barnard's Star Propulsion Lab}, {Julian Cook}, *)",Times,all,set(),set(),{},0,0,"{'content', 'entity'}",False
18,0,1406,"Consider all events involving Layla Reed at Bernal Sphere One. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Bernal Sphere One}, {Layla Reed}, *)",Times,all,set(),set(),{},0,0,"{'content', 'entity', 'location'}",False
18,0,1413,"Consider all events involving Mason Morris at Bernal Sphere One. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Bernal Sphere One}, {Mason Morris}, *)",Times,all,set(),set(),{},0,0,"{'content', 'entity', 'date', 'location'}",False
18,0,1422,"Consider all events involving Zoe Brown at Bernal Sphere One. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Bernal Sphere One}, {Zoe Brown}, *)",Times,all,set(),set(),{},0,0,"{'content', 'date', 'location'}",False
19,0,2122,"Reflect on Elizabeth Hill's experiences at Amalthea Communications Hub. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Amalthea Communications Hub}, {Elizabeth Hill}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False
19,0,2132,"Reflect on Julian Cook's experiences at Barnard's Star Propulsion Lab. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Barnard's Star Propulsion Lab}, {Julian Cook}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'entity'}",False
19,0,2137,"Reflect on Layla Reed's experiences at Bernal Sphere One. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Bernal Sphere One}, {Layla Reed}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'entity', 'location'}",False
19,0,2145,"Reflect on Mason Morris's experiences at Bernal Sphere One. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Bernal Sphere One}, {Mason Morris}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'entity', 'date', 'location'}",False
19,0,2167,"Reflect on Zoe Brown's experiences at Bernal Sphere One. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Bernal Sphere One}, {Zoe Brown}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'date', 'location'}",False
27,0,1445,"Consider all events involving both Elizabeth Hill and database corruption event at Amalthea Communications Hub. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Amalthea Communications Hub}, {Elizabeth Hill}, {database corruption event})",Times,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False
27,0,1464,"Consider all events involving both Julian Cook and transwarp coil misalignment at Barnard's Star Propulsion Lab. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Barnard's Star Propulsion Lab}, {Julian Cook}, {transwarp coil misalignment})",Times,all,set(),set(),{},0,0,"{'content', 'entity'}",False
27,0,1473,"Consider all events involving both Layla Reed and neural interface disruption at Bernal Sphere One. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Bernal Sphere One}, {Layla Reed}, {neural interface disruption})",Times,all,set(),set(),{},0,0,"{'content', 'entity', 'location'}",False
27,0,1488,"Consider all events involving both Mason Morris and universal translator malfunction at Bernal Sphere One. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Bernal Sphere One}, {Mason Morris}, {universal translator malfunction})",Times,all,set(),set(),{},0,0,"{'content', 'entity', 'date', 'location'}",False
27,0,1511,"Consider all events involving both Zoe Brown and zero-point energy discharge at Bernal Sphere One. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Bernal Sphere One}, {Zoe Brown}, {zero-point energy discharge})",Times,all,set(),set(),{},0,0,"{'content', 'date', 'location'}",False
3,2,1081,"Think about all events that have occurred at Barnard's Star Propulsion Lab. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Barnard's Star Propulsion Lab}, *, *)",Times,all,"{'September 13, 2225', 'November 13, 2226'}","{1, 54}","{1: 'September 13, 2225', 54: 'November 13, 2226'}",2,2,set(),
3,2,1090,"Think about all events that have occurred at Mars Valles Industrial Hub. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Mars Valles Industrial Hub}, *, *)",Times,all,"{'February 27, 2226', 'November 13, 2226'}","{9, 49}","{9: 'February 27, 2226', 49: 'November 13, 2226'}",2,2,set(),
3,2,1093,"Think about all events that have occurred at Naiad Oceanographic Center. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Naiad Oceanographic Center}, *, *)",Times,all,"{'June 14, 2225', 'May 11, 2226'}","{57, 55}","{55: 'May 11, 2226', 57: 'June 14, 2225'}",2,2,set(),
3,2,1094,"Think about all events that have occurred at Nereid Weather Station. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Nereid Weather Station}, *, *)",Times,all,"{'May 31, 2224', 'October 13, 2224'}","{13, 6}","{6: 'May 31, 2224', 13: 'October 13, 2224'}",2,2,set(),
3,2,1097,"Think about all events that have occurred at Sedna Long Range Observatory. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Sedna Long Range Observatory}, *, *)",Times,all,"{'June 14, 2225', 'April 09, 2226'}","{25, 22}","{22: 'April 09, 2226', 25: 'June 14, 2225'}",2,2,set(),
5,2,694,"Recall the various events that have taken place at Barnard's Star Propulsion Lab. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Barnard's Star Propulsion Lab}, *, *)",Event contents,all,"{'digital afterlife server shutdown', 'navigation computer blackout'}","{1, 54}","{1: 'digital afterlife server shutdown', 54: 'navigation computer blackout'}",2,2,set(),
5,2,703,"Recall the various events that have taken place at Mars Valles Industrial Hub. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Mars Valles Industrial Hub}, *, *)",Event contents,all,"{'antimatter cascade', 'cryo-pod integrity breach'}","{9, 49}","{9: 'antimatter cascade', 49: 'cryo-pod integrity breach'}",2,2,set(),
5,2,706,"Recall the various events that have taken place at Naiad Oceanographic Center. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Naiad Oceanographic Center}, *, *)",Event contents,all,"{'crystalline matrix shatter', 'inertial dampener malfunction'}","{57, 55}","{55: 'inertial dampener malfunction', 57: 'crystalline matrix shatter'}",2,2,set(),
5,2,707,"Recall the various events that have taken place at Nereid Weather Station. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Nereid Weather Station}, *, *)",Event contents,all,"{'station structural integrity alert', 'cryo-pod integrity breach'}","{13, 6}","{6: 'cryo-pod integrity breach', 13: 'station structural integrity alert'}",2,2,set(),
5,2,710,"Recall the various events that have taken place at Sedna Long Range Observatory. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Sedna Long Range Observatory}, *, *)",Event contents,all,"{'crystalline matrix shatter', 'fusion core breach'}","{25, 22}","{22: 'fusion core breach', 25: 'crystalline matrix shatter'}",2,2,set(),
4,2,344,"Consider the location Barnard's Star Propulsion Lab. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Barnard's Star Propulsion Lab}, *, *)",Entities,all,"{'Ezra Edwards', 'Zoe Brown'}","{1, 54}","{1: 'Ezra Edwards', 54: 'Zoe Brown'}",2,2,set(),
4,2,353,"Consider the location Mars Valles Industrial Hub. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Mars Valles Industrial Hub}, *, *)",Entities,all,"{'Lucy Carter', 'Mila Gonzalez'}","{9, 49}","{9: 'Mila Gonzalez', 49: 'Lucy Carter'}",2,2,set(),
4,2,356,"Consider the location Naiad Oceanographic Center. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Naiad Oceanographic Center}, *, *)",Entities,all,"{'Levi Rodriguez', 'Noah Williams'}","{57, 55}","{55: 'Levi Rodriguez', 57: 'Noah Williams'}",2,2,set(),
4,2,357,"Consider the location Nereid Weather Station. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Nereid Weather Station}, *, *)",Entities,all,"{'Scarlett Thomas', 'Julian Ross'}","{13, 6}","{6: 'Julian Ross', 13: 'Scarlett Thomas'}",2,2,set(),
4,2,360,"Consider the location Sedna Long Range Observatory. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Sedna Long Range Observatory}, *, *)",Entities,all,"{'Lily Nguyen', 'Mila Gonzalez'}","{25, 22}","{22: 'Lily Nguyen', 25: 'Mila Gonzalez'}",2,2,set(),
20,1,513,"Recall all events related to digital afterlife server shutdown that occurred at Barnard's Star Propulsion Lab. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Barnard's Star Propulsion Lab}, *, {digital afterlife server shutdown})",Times,all,"{'September 13, 2225'}",{1},"{1: 'September 13, 2225'}",1,1,set(),
20,1,543,"Recall all events related to navigation computer blackout that occurred at Barnard's Star Propulsion Lab. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Barnard's Star Propulsion Lab}, *, {navigation computer blackout})",Times,all,"{'November 13, 2226'}",{54},"{54: 'November 13, 2226'}",1,1,set(),
20,1,560,"Recall all events related to vacuum seal deterioration that occurred at Dyson Swarm Control. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Dyson Swarm Control}, *, {vacuum seal deterioration})",Times,all,"{'May 07, 2224'}",{4},"{4: 'May 07, 2224'}",1,1,set(),
20,1,501,"Recall all events related to cryo-pod integrity breach that occurred at Eridani Metallurgy Complex. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Eridani Metallurgy Complex}, *, {cryo-pod integrity breach})",Times,all,"{'March 23, 2224'}",{16},"{16: 'March 23, 2224'}",1,1,set(),
20,1,544,"Recall all events related to navigation computer blackout that occurred at Eridani Metallurgy Complex. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Eridani Metallurgy Complex}, *, {navigation computer blackout})",Times,all,"{'September 22, 2226'}",{3},"{3: 'September 22, 2226'}",1,1,set(),
21,1,1142,"Think about the events involving digital afterlife server shutdown at Barnard's Star Propulsion Lab. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Barnard's Star Propulsion Lab}, *, {digital afterlife server shutdown})",Entities,all,{'Ezra Edwards'},{1},{1: 'Ezra Edwards'},1,1,set(),
21,1,1181,"Think about the events involving navigation computer blackout at Barnard's Star Propulsion Lab. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Barnard's Star Propulsion Lab}, *, {navigation computer blackout})",Entities,all,{'Zoe Brown'},{54},{54: 'Zoe Brown'},1,1,set(),
21,1,1204,"Think about the events involving vacuum seal deterioration at Dyson Swarm Control. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Dyson Swarm Control}, *, {vacuum seal deterioration})",Entities,all,{'Zoe Brown'},{4},{4: 'Zoe Brown'},1,1,set(),
21,1,1123,"Think about the events involving cryo-pod integrity breach at Eridani Metallurgy Complex. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Eridani Metallurgy Complex}, *, {cryo-pod integrity breach})",Entities,all,{'Zoe Brown'},{16},{16: 'Zoe Brown'},1,1,set(),
21,1,1182,"Think about the events involving navigation computer blackout at Eridani Metallurgy Complex. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Eridani Metallurgy Complex}, *, {navigation computer blackout})",Entities,all,{'Henry Reed'},{3},{3: 'Henry Reed'},1,1,set(),
19,1,843,"Reflect on Ezra Edwards's experiences at Barnard's Star Propulsion Lab. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Barnard's Star Propulsion Lab}, {Ezra Edwards}, *)",Event contents,all,{'digital afterlife server shutdown'},{1},{1: 'digital afterlife server shutdown'},1,1,set(),
19,1,903,"Reflect on Zoe Brown's experiences at Barnard's Star Propulsion Lab. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Barnard's Star Propulsion Lab}, {Zoe Brown}, *)",Event contents,all,{'navigation computer blackout'},{54},{54: 'navigation computer blackout'},1,1,set(),
19,1,904,"Reflect on Zoe Brown's experiences at Dyson Swarm Control. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Dyson Swarm Control}, {Zoe Brown}, *)",Event contents,all,{'vacuum seal deterioration'},{4},{4: 'vacuum seal deterioration'},1,1,set(),
19,1,835,"Reflect on Carter Stewart's experiences at Eridani Metallurgy Complex. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Eridani Metallurgy Complex}, {Carter Stewart}, *)",Event contents,all,{'tachyon field surge'},{30},{30: 'tachyon field surge'},1,1,set(),
19,1,848,"Reflect on Henry Reed's experiences at Eridani Metallurgy Complex. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Eridani Metallurgy Complex}, {Henry Reed}, *)",Event contents,all,{'navigation computer blackout'},{3},{3: 'navigation computer blackout'},1,1,set(),
18,1,10,"Consider all events involving Ezra Edwards at Barnard's Star Propulsion Lab. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Barnard's Star Propulsion Lab}, {Ezra Edwards}, *)",Times,all,"{'September 13, 2225'}",{1},"{1: 'September 13, 2225'}",1,1,set(),
18,1,49,"Consider all events involving Zoe Brown at Barnard's Star Propulsion Lab. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Barnard's Star Propulsion Lab}, {Zoe Brown}, *)",Times,all,"{'November 13, 2226'}",{54},"{54: 'November 13, 2226'}",1,1,set(),
18,1,50,"Consider all events involving Zoe Brown at Dyson Swarm Control. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Dyson Swarm Control}, {Zoe Brown}, *)",Times,all,"{'May 07, 2224'}",{4},"{4: 'May 07, 2224'}",1,1,set(),
18,1,4,"Consider all events involving Carter Stewart at Eridani Metallurgy Complex. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Eridani Metallurgy Complex}, {Carter Stewart}, *)",Times,all,"{'October 27, 2224'}",{30},"{30: 'October 27, 2224'}",1,1,set(),
18,1,14,"Consider all events involving Henry Reed at Eridani Metallurgy Complex. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Eridani Metallurgy Complex}, {Henry Reed}, *)",Times,all,"{'September 22, 2226'}",{3},"{3: 'September 22, 2226'}",1,1,set(),
27,1,80,"Consider all events involving both Ezra Edwards and digital afterlife server shutdown at Barnard's Star Propulsion Lab. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Barnard's Star Propulsion Lab}, {Ezra Edwards}, {digital afterlife server shutdown})",Times,all,"{'September 13, 2225'}",{1},"{1: 'September 13, 2225'}",1,1,set(),
27,1,160,"Consider all events involving both Zoe Brown and navigation computer blackout at Barnard's Star Propulsion Lab. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Barnard's Star Propulsion Lab}, {Zoe Brown}, {navigation computer blackout})",Times,all,"{'November 13, 2226'}",{54},"{54: 'November 13, 2226'}",1,1,set(),
27,1,165,"Consider all events involving both Zoe Brown and vacuum seal deterioration at Dyson Swarm Control. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Dyson Swarm Control}, {Zoe Brown}, {vacuum seal deterioration})",Times,all,"{'May 07, 2224'}",{4},"{4: 'May 07, 2224'}",1,1,set(),
27,1,74,"Consider all events involving both Carter Stewart and tachyon field surge at Eridani Metallurgy Complex. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Eridani Metallurgy Complex}, {Carter Stewart}, {tachyon field surge})",Times,all,"{'October 27, 2224'}",{30},"{30: 'October 27, 2224'}",1,1,set(),
27,1,99,"Consider all events involving both Henry Reed and navigation computer blackout at Eridani Metallurgy Complex. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Eridani Metallurgy Complex}, {Henry Reed}, {navigation computer blackout})",Times,all,"{'September 22, 2226'}",{3},"{3: 'September 22, 2226'}",1,1,set(),
4,1,345,"Consider the location Dyson Swarm Control. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Dyson Swarm Control}, *, *)",Entities,all,{'Zoe Brown'},{4},{4: 'Zoe Brown'},1,1,set(),
4,1,347,"Consider the location Eris Research Post. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Eris Research Post}, *, *)",Entities,all,{'Lillian Mendoza'},{34},{34: 'Lillian Mendoza'},1,1,set(),
4,1,350,"Consider the location Luna Copernicus Station. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Luna Copernicus Station}, *, *)",Entities,all,{'Hazel Lewis'},{19},{19: 'Hazel Lewis'},1,1,set(),
4,1,354,"Consider the location McKendree Shell Base. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {McKendree Shell Base}, *, *)",Entities,all,{'Samuel Parker'},{32},{32: 'Samuel Parker'},1,1,set(),
4,1,361,"Consider the location Stanford Torus Prime. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Stanford Torus Prime}, *, *)",Entities,all,{'Henry Reed'},{35},{35: 'Henry Reed'},1,1,set(),
5,1,695,"Recall the various events that have taken place at Dyson Swarm Control. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Dyson Swarm Control}, *, *)",Event contents,all,{'vacuum seal deterioration'},{4},{4: 'vacuum seal deterioration'},1,1,set(),
5,1,697,"Recall the various events that have taken place at Eris Research Post. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Eris Research Post}, *, *)",Event contents,all,{'vacuum seal deterioration'},{34},{34: 'vacuum seal deterioration'},1,1,set(),
5,1,700,"Recall the various events that have taken place at Luna Copernicus Station. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Luna Copernicus Station}, *, *)",Event contents,all,{'communication array blackout'},{19},{19: 'communication array blackout'},1,1,set(),
5,1,704,"Recall the various events that have taken place at McKendree Shell Base. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {McKendree Shell Base}, *, *)",Event contents,all,{'antimatter cascade'},{32},{32: 'antimatter cascade'},1,1,set(),
5,1,711,"Recall the various events that have taken place at Stanford Torus Prime. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Stanford Torus Prime}, *, *)",Event contents,all,{'fusion core breach'},{35},{35: 'fusion core breach'},1,1,set(),
3,1,1082,"Think about all events that have occurred at Dyson Swarm Control. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Dyson Swarm Control}, *, *)",Times,all,"{'May 07, 2224'}",{4},"{4: 'May 07, 2224'}",1,1,set(),
3,1,1084,"Think about all events that have occurred at Eris Research Post. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Eris Research Post}, *, *)",Times,all,"{'November 13, 2226'}",{34},"{34: 'November 13, 2226'}",1,1,set(),
3,1,1087,"Think about all events that have occurred at Luna Copernicus Station. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Luna Copernicus Station}, *, *)",Times,all,"{'September 03, 2226'}",{19},"{19: 'September 03, 2226'}",1,1,set(),
3,1,1091,"Think about all events that have occurred at McKendree Shell Base. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {McKendree Shell Base}, *, *)",Times,all,"{'October 12, 2224'}",{32},"{32: 'October 12, 2224'}",1,1,set(),
3,1,1098,"Think about all events that have occurred at Stanford Torus Prime. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Stanford Torus Prime}, *, *)",Times,all,"{'November 13, 2226'}",{35},"{35: 'November 13, 2226'}",1,1,set(),
3,"{3,4,5}",1083,"Think about all events that have occurred at Eridani Metallurgy Complex. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Eridani Metallurgy Complex}, *, *)",Times,all,"{'October 27, 2224', 'September 22, 2226', 'March 23, 2224'}","{16, 3, 30}","{3: 'September 22, 2226', 16: 'March 23, 2224', 30: 'October 27, 2224'}",3,3,set(),
3,"{3,4,5}",1085,"Think about all events that have occurred at Europa Subsurface Laboratory. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Europa Subsurface Laboratory}, *, *)",Times,all,"{'February 27, 2226', 'May 11, 2226', 'December 26, 2226', 'March 23, 2224'}","{11, 21, 46, 7}","{7: 'February 27, 2226', 11: 'May 11, 2226', 21: 'March 23, 2224', 46: 'December 26, 2226'}",4,4,set(),
