q_idx,bins_items_correct_answer,debug_level_2,question,cue,cue_completed,retrieval_type,get,correct_answer,correct_answer_chapters,correct_answer_detailed,n_items_correct_answer,n_chapters_correct_answer,debug_changed,debug_existing_change
5,0,2081,"Recall the various events that have taken place at Helix-1 Power Station. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Helix-1 Power Station}, *, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False
3,0,2431,"Think about all events that have occurred at Ariel Biotech Complex. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Ariel Biotech Complex}, *, *)",Times,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False
3,0,2432,"Think about all events that have occurred at Cygnus Rift Complex. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Cygnus Rift Complex}, *, *)",Times,all,set(),set(),{},0,0,"{'content', 'location'}",False
3,0,2433,"Think about all events that have occurred at Dione Ice Processing Facility. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Dione Ice Processing Facility}, *, *)",Times,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False
3,0,2434,"Think about all events that have occurred at Gliese 581 Trading Post. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Gliese 581 Trading Post}, *, *)",Times,all,set(),set(),{},0,0,{'location'},False
3,0,2435,"Think about all events that have occurred at Helix-1 Power Station. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Helix-1 Power Station}, *, *)",Times,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False
20,0,1941,"Recall all events related to psionic field collapse that occurred at Ariel Biotech Complex. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Ariel Biotech Complex}, *, {psionic field collapse})",Times,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False
20,0,1929,"Recall all events related to magnetospheric resonance breach that occurred at Barnard's Star Propulsion Lab. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Barnard's Star Propulsion Lab}, *, {magnetospheric resonance breach})",Times,all,set(),set(),{},0,0,"{'content', 'entity'}",False
20,0,1908,"Recall all events related to cosmic intelligence contact that occurred at Cygnus Rift Complex. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Cygnus Rift Complex}, *, {cosmic intelligence contact})",Times,all,set(),set(),{},0,0,"{'content', 'location'}",False
20,0,1904,"Recall all events related to childhood memory trade scandal that occurred at Dione Ice Processing Facility. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Dione Ice Processing Facility}, *, {childhood memory trade scandal})",Times,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False
20,0,1900,"Recall all events related to atmospheric scrubber failure that occurred at Eridani Metallurgy Complex. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Eridani Metallurgy Complex}, *, {atmospheric scrubber failure})",Times,all,set(),set(),{},0,0,"{'content', 'entity', 'date'}",True
21,0,2521,"Think about the events involving psionic field collapse at Ariel Biotech Complex. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Ariel Biotech Complex}, *, {psionic field collapse})",Entities,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False
21,0,2503,"Think about the events involving magnetospheric resonance breach at Barnard's Star Propulsion Lab. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Barnard's Star Propulsion Lab}, *, {magnetospheric resonance breach})",Entities,all,set(),set(),{},0,0,"{'content', 'entity'}",False
21,0,2472,"Think about the events involving cosmic intelligence contact at Cygnus Rift Complex. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Cygnus Rift Complex}, *, {cosmic intelligence contact})",Entities,all,set(),set(),{},0,0,"{'content', 'location'}",False
21,0,2468,"Think about the events involving childhood memory trade scandal at Dione Ice Processing Facility. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Dione Ice Processing Facility}, *, {childhood memory trade scandal})",Entities,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False
21,0,2462,"Think about the events involving atmospheric scrubber failure at Eridani Metallurgy Complex. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Eridani Metallurgy Complex}, *, {atmospheric scrubber failure})",Entities,all,set(),set(),{},0,0,"{'content', 'entity', 'date'}",True
18,0,1465,"Consider all events involving Isaiah Diaz at Ariel Biotech Complex. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Ariel Biotech Complex}, {Isaiah Diaz}, *)",Times,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False
18,0,1471,"Consider all events involving Julian Peterson at Barnard's Star Propulsion Lab. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Barnard's Star Propulsion Lab}, {Julian Peterson}, *)",Times,all,set(),set(),{},0,0,"{'content', 'entity'}",False
18,0,1449,"Consider all events involving Carter Stewart at Cygnus Rift Complex. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Cygnus Rift Complex}, {Carter Stewart}, *)",Times,all,set(),set(),{},0,0,"{'content', 'location'}",False
18,0,1456,"Consider all events involving Ella Ross at Dione Ice Processing Facility. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Dione Ice Processing Facility}, {Ella Ross}, *)",Times,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False
18,0,1480,"Consider all events involving Noah Williams at Eridani Metallurgy Complex. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Eridani Metallurgy Complex}, {Noah Williams}, *)",Times,all,set(),set(),{},0,0,"{'content', 'entity', 'date'}",True
19,0,2233,"Reflect on Isaiah Diaz's experiences at Ariel Biotech Complex. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Ariel Biotech Complex}, {Isaiah Diaz}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False
19,0,2242,"Reflect on Julian Peterson's experiences at Barnard's Star Propulsion Lab. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Barnard's Star Propulsion Lab}, {Julian Peterson}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'entity'}",False
19,0,2216,"Reflect on Carter Stewart's experiences at Cygnus Rift Complex. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Cygnus Rift Complex}, {Carter Stewart}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'location'}",False
19,0,2224,"Reflect on Ella Ross's experiences at Dione Ice Processing Facility. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Dione Ice Processing Facility}, {Ella Ross}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False
19,0,2257,"Reflect on Noah Williams's experiences at Eridani Metallurgy Complex. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Eridani Metallurgy Complex}, {Noah Williams}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'entity', 'date'}",True
27,0,1536,"Consider all events involving both Isaiah Diaz and psionic field collapse at Ariel Biotech Complex. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Ariel Biotech Complex}, {Isaiah Diaz}, {psionic field collapse})",Times,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False
27,0,1548,"Consider all events involving both Julian Peterson and magnetospheric resonance breach at Barnard's Star Propulsion Lab. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Barnard's Star Propulsion Lab}, {Julian Peterson}, {magnetospheric resonance breach})",Times,all,set(),set(),{},0,0,"{'content', 'entity'}",False
27,0,1502,"Consider all events involving both Carter Stewart and cosmic intelligence contact at Cygnus Rift Complex. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Cygnus Rift Complex}, {Carter Stewart}, {cosmic intelligence contact})",Times,all,set(),set(),{},0,0,"{'content', 'location'}",False
27,0,1514,"Consider all events involving both Ella Ross and childhood memory trade scandal at Dione Ice Processing Facility. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Dione Ice Processing Facility}, {Ella Ross}, {childhood memory trade scandal})",Times,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False
27,0,1572,"Consider all events involving both Noah Williams and atmospheric scrubber failure at Eridani Metallurgy Complex. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Eridani Metallurgy Complex}, {Noah Williams}, {atmospheric scrubber failure})",Times,all,set(),set(),{},0,0,"{'content', 'entity', 'date'}",True
5,2,724,"Recall the various events that have taken place at Barnard's Star Propulsion Lab. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Barnard's Star Propulsion Lab}, *, *)",Event contents,all,"{'digital afterlife server shutdown', 'navigation computer blackout'}","{1, 57}","{1: 'digital afterlife server shutdown', 57: 'navigation computer blackout'}",2,2,set(),
5,2,733,"Recall the various events that have taken place at Mars Valles Industrial Hub. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Mars Valles Industrial Hub}, *, *)",Event contents,all,"{'antimatter cascade', 'cryo-pod integrity breach'}","{9, 52}","{9: 'antimatter cascade', 52: 'cryo-pod integrity breach'}",2,2,set(),
5,2,736,"Recall the various events that have taken place at Naiad Oceanographic Center. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Naiad Oceanographic Center}, *, *)",Event contents,all,"{'crystalline matrix shatter', 'inertial dampener malfunction'}","{58, 60}","{58: 'inertial dampener malfunction', 60: 'crystalline matrix shatter'}",2,2,set(),
5,2,741,"Recall the various events that have taken place at Sedna Long Range Observatory. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Sedna Long Range Observatory}, *, *)",Event contents,all,"{'crystalline matrix shatter', 'fusion core breach'}","{26, 23}","{23: 'fusion core breach', 26: 'crystalline matrix shatter'}",2,2,set(),
3,2,1128,"Think about all events that have occurred at Barnard's Star Propulsion Lab. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Barnard's Star Propulsion Lab}, *, *)",Times,all,"{'November 13, 2226', 'September 13, 2225'}","{1, 57}","{1: 'September 13, 2225', 57: 'November 13, 2226'}",2,2,set(),
3,2,1137,"Think about all events that have occurred at Mars Valles Industrial Hub. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Mars Valles Industrial Hub}, *, *)",Times,all,"{'February 27, 2226', 'November 13, 2226'}","{9, 52}","{9: 'February 27, 2226', 52: 'November 13, 2226'}",2,2,set(),
3,2,1140,"Think about all events that have occurred at Naiad Oceanographic Center. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Naiad Oceanographic Center}, *, *)",Times,all,"{'May 11, 2226', 'June 14, 2225'}","{58, 60}","{58: 'May 11, 2226', 60: 'June 14, 2225'}",2,2,set(),
3,2,1145,"Think about all events that have occurred at Sedna Long Range Observatory. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Sedna Long Range Observatory}, *, *)",Times,all,"{'June 14, 2225', 'April 09, 2226'}","{26, 23}","{23: 'April 09, 2226', 26: 'June 14, 2225'}",2,2,set(),
4,2,359,"Consider the location Barnard's Star Propulsion Lab. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Barnard's Star Propulsion Lab}, *, *)",Entities,all,"{'Zoe Brown', 'Ezra Edwards'}","{1, 57}","{1: 'Ezra Edwards', 57: 'Zoe Brown'}",2,2,set(),
4,2,368,"Consider the location Mars Valles Industrial Hub. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Mars Valles Industrial Hub}, *, *)",Entities,all,"{'Mila Gonzalez', 'Lucy Carter'}","{9, 52}","{9: 'Mila Gonzalez', 52: 'Lucy Carter'}",2,2,set(),
4,2,371,"Consider the location Naiad Oceanographic Center. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Naiad Oceanographic Center}, *, *)",Entities,all,"{'Levi Rodriguez', 'Noah Williams'}","{58, 60}","{58: 'Levi Rodriguez', 60: 'Noah Williams'}",2,2,set(),
4,2,376,"Consider the location Sedna Long Range Observatory. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Sedna Long Range Observatory}, *, *)",Entities,all,"{'Lily Nguyen', 'Mila Gonzalez'}","{26, 23}","{23: 'Lily Nguyen', 26: 'Mila Gonzalez'}",2,2,set(),
20,1,537,"Recall all events related to digital afterlife server shutdown that occurred at Barnard's Star Propulsion Lab. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Barnard's Star Propulsion Lab}, *, {digital afterlife server shutdown})",Times,all,"{'September 13, 2225'}",{1},"{1: 'September 13, 2225'}",1,1,set(),
20,1,568,"Recall all events related to navigation computer blackout that occurred at Barnard's Star Propulsion Lab. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Barnard's Star Propulsion Lab}, *, {navigation computer blackout})",Times,all,"{'November 13, 2226'}",{57},"{57: 'November 13, 2226'}",1,1,set(),
20,1,585,"Recall all events related to vacuum seal deterioration that occurred at Dyson Swarm Control. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Dyson Swarm Control}, *, {vacuum seal deterioration})",Times,all,"{'May 07, 2224'}",{4},"{4: 'May 07, 2224'}",1,1,set(),
20,1,525,"Recall all events related to cryo-pod integrity breach that occurred at Eridani Metallurgy Complex. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Eridani Metallurgy Complex}, *, {cryo-pod integrity breach})",Times,all,"{'March 23, 2224'}",{16},"{16: 'March 23, 2224'}",1,1,set(),
20,1,569,"Recall all events related to navigation computer blackout that occurred at Eridani Metallurgy Complex. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Eridani Metallurgy Complex}, *, {navigation computer blackout})",Times,all,"{'September 22, 2226'}",{3},"{3: 'September 22, 2226'}",1,1,set(),
21,1,1193,"Think about the events involving digital afterlife server shutdown at Barnard's Star Propulsion Lab. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Barnard's Star Propulsion Lab}, *, {digital afterlife server shutdown})",Entities,all,{'Ezra Edwards'},{1},{1: 'Ezra Edwards'},1,1,set(),
21,1,1234,"Think about the events involving navigation computer blackout at Barnard's Star Propulsion Lab. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Barnard's Star Propulsion Lab}, *, {navigation computer blackout})",Entities,all,{'Zoe Brown'},{57},{57: 'Zoe Brown'},1,1,set(),
21,1,1257,"Think about the events involving vacuum seal deterioration at Dyson Swarm Control. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Dyson Swarm Control}, *, {vacuum seal deterioration})",Entities,all,{'Zoe Brown'},{4},{4: 'Zoe Brown'},1,1,set(),
21,1,1174,"Think about the events involving cryo-pod integrity breach at Eridani Metallurgy Complex. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Eridani Metallurgy Complex}, *, {cryo-pod integrity breach})",Entities,all,{'Zoe Brown'},{16},{16: 'Zoe Brown'},1,1,set(),
21,1,1235,"Think about the events involving navigation computer blackout at Eridani Metallurgy Complex. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Eridani Metallurgy Complex}, *, {navigation computer blackout})",Entities,all,{'Henry Reed'},{3},{3: 'Henry Reed'},1,1,set(),
18,1,10,"Consider all events involving Ezra Edwards at Barnard's Star Propulsion Lab. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Barnard's Star Propulsion Lab}, {Ezra Edwards}, *)",Times,all,"{'September 13, 2225'}",{1},"{1: 'September 13, 2225'}",1,1,set(),
18,1,52,"Consider all events involving Zoe Brown at Barnard's Star Propulsion Lab. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Barnard's Star Propulsion Lab}, {Zoe Brown}, *)",Times,all,"{'November 13, 2226'}",{57},"{57: 'November 13, 2226'}",1,1,set(),
18,1,53,"Consider all events involving Zoe Brown at Dyson Swarm Control. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Dyson Swarm Control}, {Zoe Brown}, *)",Times,all,"{'May 07, 2224'}",{4},"{4: 'May 07, 2224'}",1,1,set(),
18,1,4,"Consider all events involving Carter Stewart at Eridani Metallurgy Complex. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Eridani Metallurgy Complex}, {Carter Stewart}, *)",Times,all,"{'October 27, 2224'}",{31},"{31: 'October 27, 2224'}",1,1,set(),
18,1,14,"Consider all events involving Henry Reed at Eridani Metallurgy Complex. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Eridani Metallurgy Complex}, {Henry Reed}, *)",Times,all,"{'September 22, 2226'}",{3},"{3: 'September 22, 2226'}",1,1,set(),
19,1,880,"Reflect on Ezra Edwards's experiences at Barnard's Star Propulsion Lab. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Barnard's Star Propulsion Lab}, {Ezra Edwards}, *)",Event contents,all,{'digital afterlife server shutdown'},{1},{1: 'digital afterlife server shutdown'},1,1,set(),
19,1,943,"Reflect on Zoe Brown's experiences at Barnard's Star Propulsion Lab. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Barnard's Star Propulsion Lab}, {Zoe Brown}, *)",Event contents,all,{'navigation computer blackout'},{57},{57: 'navigation computer blackout'},1,1,set(),
19,1,944,"Reflect on Zoe Brown's experiences at Dyson Swarm Control. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Dyson Swarm Control}, {Zoe Brown}, *)",Event contents,all,{'vacuum seal deterioration'},{4},{4: 'vacuum seal deterioration'},1,1,set(),
19,1,872,"Reflect on Carter Stewart's experiences at Eridani Metallurgy Complex. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Eridani Metallurgy Complex}, {Carter Stewart}, *)",Event contents,all,{'tachyon field surge'},{31},{31: 'tachyon field surge'},1,1,set(),
19,1,885,"Reflect on Henry Reed's experiences at Eridani Metallurgy Complex. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Eridani Metallurgy Complex}, {Henry Reed}, *)",Event contents,all,{'navigation computer blackout'},{3},{3: 'navigation computer blackout'},1,1,set(),
27,1,83,"Consider all events involving both Ezra Edwards and digital afterlife server shutdown at Barnard's Star Propulsion Lab. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Barnard's Star Propulsion Lab}, {Ezra Edwards}, {digital afterlife server shutdown})",Times,all,"{'September 13, 2225'}",{1},"{1: 'September 13, 2225'}",1,1,set(),
27,1,168,"Consider all events involving both Zoe Brown and navigation computer blackout at Barnard's Star Propulsion Lab. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Barnard's Star Propulsion Lab}, {Zoe Brown}, {navigation computer blackout})",Times,all,"{'November 13, 2226'}",{57},"{57: 'November 13, 2226'}",1,1,set(),
27,1,173,"Consider all events involving both Zoe Brown and vacuum seal deterioration at Dyson Swarm Control. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Dyson Swarm Control}, {Zoe Brown}, {vacuum seal deterioration})",Times,all,"{'May 07, 2224'}",{4},"{4: 'May 07, 2224'}",1,1,set(),
27,1,77,"Consider all events involving both Carter Stewart and tachyon field surge at Eridani Metallurgy Complex. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Eridani Metallurgy Complex}, {Carter Stewart}, {tachyon field surge})",Times,all,"{'October 27, 2224'}",{31},"{31: 'October 27, 2224'}",1,1,set(),
27,1,102,"Consider all events involving both Henry Reed and navigation computer blackout at Eridani Metallurgy Complex. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Eridani Metallurgy Complex}, {Henry Reed}, {navigation computer blackout})",Times,all,"{'September 22, 2226'}",{3},"{3: 'September 22, 2226'}",1,1,set(),
4,1,360,"Consider the location Dyson Swarm Control. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Dyson Swarm Control}, *, *)",Entities,all,{'Zoe Brown'},{4},{4: 'Zoe Brown'},1,1,set(),
4,1,362,"Consider the location Eris Research Post. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Eris Research Post}, *, *)",Entities,all,{'Lillian Mendoza'},{35},{35: 'Lillian Mendoza'},1,1,set(),
4,1,365,"Consider the location Luna Copernicus Station. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Luna Copernicus Station}, *, *)",Entities,all,{'Hazel Lewis'},{20},{20: 'Hazel Lewis'},1,1,set(),
4,1,369,"Consider the location McKendree Shell Base. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {McKendree Shell Base}, *, *)",Entities,all,{'Samuel Parker'},{33},{33: 'Samuel Parker'},1,1,set(),
4,1,372,"Consider the location Neptune Storm Harvester. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Neptune Storm Harvester}, *, *)",Entities,all,{'Mila Gonzalez'},{18},{18: 'Mila Gonzalez'},1,1,set(),
5,1,725,"Recall the various events that have taken place at Dyson Swarm Control. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Dyson Swarm Control}, *, *)",Event contents,all,{'vacuum seal deterioration'},{4},{4: 'vacuum seal deterioration'},1,1,set(),
5,1,727,"Recall the various events that have taken place at Eris Research Post. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Eris Research Post}, *, *)",Event contents,all,{'vacuum seal deterioration'},{35},{35: 'vacuum seal deterioration'},1,1,set(),
5,1,730,"Recall the various events that have taken place at Luna Copernicus Station. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Luna Copernicus Station}, *, *)",Event contents,all,{'communication array blackout'},{20},{20: 'communication array blackout'},1,1,set(),
5,1,734,"Recall the various events that have taken place at McKendree Shell Base. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {McKendree Shell Base}, *, *)",Event contents,all,{'antimatter cascade'},{33},{33: 'antimatter cascade'},1,1,set(),
5,1,737,"Recall the various events that have taken place at Neptune Storm Harvester. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Neptune Storm Harvester}, *, *)",Event contents,all,{'antimatter cascade'},{18},{18: 'antimatter cascade'},1,1,set(),
3,1,1129,"Think about all events that have occurred at Dyson Swarm Control. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Dyson Swarm Control}, *, *)",Times,all,"{'May 07, 2224'}",{4},"{4: 'May 07, 2224'}",1,1,set(),
3,1,1131,"Think about all events that have occurred at Eris Research Post. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Eris Research Post}, *, *)",Times,all,"{'November 13, 2226'}",{35},"{35: 'November 13, 2226'}",1,1,set(),
3,1,1134,"Think about all events that have occurred at Luna Copernicus Station. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Luna Copernicus Station}, *, *)",Times,all,"{'September 03, 2226'}",{20},"{20: 'September 03, 2226'}",1,1,set(),
3,1,1138,"Think about all events that have occurred at McKendree Shell Base. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {McKendree Shell Base}, *, *)",Times,all,"{'October 12, 2224'}",{33},"{33: 'October 12, 2224'}",1,1,set(),
3,1,1141,"Think about all events that have occurred at Neptune Storm Harvester. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Neptune Storm Harvester}, *, *)",Times,all,"{'January 03, 2226'}",{18},"{18: 'January 03, 2226'}",1,1,set(),
4,"{3,4,5}",361,"Consider the location Eridani Metallurgy Complex. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Eridani Metallurgy Complex}, *, *)",Entities,all,"{'Henry Reed', 'Carter Stewart', 'Zoe Brown'}","{16, 3, 31}","{3: 'Henry Reed', 16: 'Zoe Brown', 31: 'Carter Stewart'}",3,3,set(),
4,"{3,4,5}",363,"Consider the location Europa Subsurface Laboratory. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Europa Subsurface Laboratory}, *, *)",Entities,all,"{'Mila Gonzalez', 'Benjamin Green', 'Henry Reed', 'Zoe Brown'}","{49, 11, 22, 7}","{7: 'Benjamin Green', 11: 'Henry Reed', 22: 'Mila Gonzalez', 49: 'Zoe Brown'}",4,4,set(),
4,"{3,4,5}",364,"Consider the location Hydra Cloud Facility. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Hydra Cloud Facility}, *, *)",Entities,all,"{'Owen Thomas', 'Levi Rodriguez', 'Benjamin Green'}","{8, 53, 14, 55}","{8: 'Owen Thomas', 14: 'Benjamin Green', 53: 'Levi Rodriguez', 55: 'Levi Rodriguez'}",3,4,set(),
4,"{3,4,5}",366,"Consider the location Luna Oceanus Trading Post. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Luna Oceanus Trading Post}, *, *)",Entities,all,"{'Zoe Brown', 'Samuel Parker', 'Carter Stewart'}","{40, 50, 28}","{28: 'Zoe Brown', 40: 'Samuel Parker', 50: 'Carter Stewart'}",3,3,set(),
4,"{3,4,5}",367,"Consider the location Luna Shackleton Crater Colony. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Luna Shackleton Crater Colony}, *, *)",Entities,all,"{'Levi Rodriguez', 'Henry Reed', 'Zoe Brown', 'Samuel Parker', 'Hazel Lewis'}","{41, 44, 47, 54, 25}","{25: 'Samuel Parker', 41: 'Zoe Brown', 44: 'Hazel Lewis', 47: 'Henry Reed', 54: 'Levi Rodriguez'}",5,5,set(),
5,"{3,4,5}",726,"Recall the various events that have taken place at Eridani Metallurgy Complex. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Eridani Metallurgy Complex}, *, *)",Event contents,all,"{'tachyon field surge', 'cryo-pod integrity breach', 'navigation computer blackout'}","{16, 3, 31}","{3: 'navigation computer blackout', 16: 'cryo-pod integrity breach', 31: 'tachyon field surge'}",3,3,set(),
5,"{3,4,5}",728,"Recall the various events that have taken place at Europa Subsurface Laboratory. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Europa Subsurface Laboratory}, *, *)",Event contents,all,"{'hyperspace beacon failure', 'artificial atmosphere toxicity', 'subspace antenna failure'}","{49, 11, 22, 7}","{7: 'artificial atmosphere toxicity', 11: 'artificial atmosphere toxicity', 22: 'hyperspace beacon failure', 49: 'subspace antenna failure'}",3,4,set(),
