q_idx,bins_items_correct_answer,debug_level_2,question,cue,cue_completed,retrieval_type,get,correct_answer,correct_answer_chapters,correct_answer_detailed,n_items_correct_answer,n_chapters_correct_answer,debug_changed,debug_existing_change
20,1,984,"Recall all events related to Photography Exhibition that occurred at American Museum of Natural History. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {American Museum of Natural History}, *, {Photography Exhibition})",Times,all,"{'August 24, 2026'}",{100},"{100: 'August 24, 2026'}",1,1,set(),
21,1,2026,"Think about the events involving Astronomy Night at American Museum of Natural History. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {American Museum of Natural History}, *, {Astronomy Night})",Entities,all,{'Levi Rodriguez'},{15},{15: 'Levi Rodriguez'},1,1,set(),
21,1,2102,"Think about the events involving Film Festival at American Museum of Natural History. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {American Museum of Natural History}, *, {Film Festival})",Entities,all,{'Julian Ross'},{29},{29: 'Julian Ross'},1,1,set(),
21,1,2135,"Think about the events involving Job Fair at American Museum of Natural History. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {American Museum of Natural History}, *, {Job Fair})",Entities,all,{'Samuel Parker'},{87},{87: 'Samuel Parker'},1,1,set(),
21,1,2153,"Think about the events involving Parkour Workshop at American Museum of Natural History. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {American Museum of Natural History}, *, {Parkour Workshop})",Entities,all,{'Carter Stewart'},{56},{56: 'Carter Stewart'},1,1,set(),
21,1,2162,"Think about the events involving Photography Exhibition at American Museum of Natural History. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {American Museum of Natural History}, *, {Photography Exhibition})",Entities,all,{'Zoe Brown'},{100},{100: 'Zoe Brown'},1,1,set(),
20,0,3390,"Recall all events related to Car Show that occurred at American Museum of Natural History. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {American Museum of Natural History}, *, {Car Show})",Times,all,set(),set(),{},0,0,"{'content', 'entity', 'date'}",False
20,0,3447,"Recall all events related to Opera Performance that occurred at American Museum of Natural History. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {American Museum of Natural History}, *, {Opera Performance})",Times,all,set(),set(),{},0,0,"{'content', 'entity', 'date'}",False
20,0,3480,"Recall all events related to Tech Hackathon that occurred at American Museum of Natural History. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {American Museum of Natural History}, *, {Tech Hackathon})",Times,all,set(),set(),{},0,0,{'content'},True
20,0,3414,"Recall all events related to Fashion Show that occurred at Bethpage Black Course. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Bethpage Black Course}, *, {Fashion Show})",Times,all,set(),set(),{},0,0,{'content'},True
20,0,3433,"Recall all events related to Improv Comedy Show that occurred at Bethpage Black Course. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Bethpage Black Course}, *, {Improv Comedy Show})",Times,all,set(),set(),{},0,0,{'content'},False
21,0,4434,"Think about the events involving Car Show at American Museum of Natural History. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {American Museum of Natural History}, *, {Car Show})",Entities,all,set(),set(),{},0,0,"{'content', 'entity', 'date'}",False
21,0,4530,"Think about the events involving Opera Performance at American Museum of Natural History. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {American Museum of Natural History}, *, {Opera Performance})",Entities,all,set(),set(),{},0,0,"{'content', 'entity', 'date'}",False
21,0,4577,"Think about the events involving Tech Hackathon at American Museum of Natural History. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {American Museum of Natural History}, *, {Tech Hackathon})",Entities,all,set(),set(),{},0,0,{'content'},True
21,0,4470,"Think about the events involving Fashion Show at Bethpage Black Course. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Bethpage Black Course}, *, {Fashion Show})",Entities,all,set(),set(),{},0,0,{'content'},True
21,0,4505,"Think about the events involving Improv Comedy Show at Bethpage Black Course. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Bethpage Black Course}, *, {Improv Comedy Show})",Entities,all,set(),set(),{},0,0,{'content'},False
20,"{3,4,5}",933,"Recall all events related to Fashion Show that occurred at American Museum of Natural History. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {American Museum of Natural History}, *, {Fashion Show})",Times,all,"{'February 22, 2025', 'September 22, 2026', 'July 31, 2025'}","{107, 2, 99}","{2: 'September 22, 2026', 99: 'July 31, 2025', 107: 'February 22, 2025'}",3,3,set(),
21,"{3,4,5}",2080,"Think about the events involving Fashion Show at American Museum of Natural History. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {American Museum of Natural History}, *, {Fashion Show})",Entities,all,"{'Chloe Castillo', 'Levi Rodriguez'}","{107, 2, 99}","{2: 'Chloe Castillo', 99: 'Levi Rodriguez', 107: 'Chloe Castillo'}",2,3,set(),
18,1,19,"Consider all events involving Carter Stewart at American Museum of Natural History. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {American Museum of Natural History}, {Carter Stewart}, *)",Times,all,"{'September 13, 2025'}",{56},"{56: 'September 13, 2025'}",1,1,set(),
18,1,62,"Consider all events involving Julian Ross at American Museum of Natural History. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {American Museum of Natural History}, {Julian Ross}, *)",Times,all,"{'October 27, 2024'}",{29},"{29: 'October 27, 2024'}",1,1,set(),
18,1,126,"Consider all events involving Zoe Brown at American Museum of Natural History. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {American Museum of Natural History}, {Zoe Brown}, *)",Times,all,"{'August 24, 2026'}",{100},"{100: 'August 24, 2026'}",1,1,set(),
18,1,5,"Consider all events involving Bella Brown at Bethpage Black Course. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Bethpage Black Course}, {Bella Brown}, *)",Times,all,"{'March 23, 2025'}",{119},"{119: 'March 23, 2025'}",1,1,set(),
18,1,32,"Consider all events involving Ezra Edwards at Bethpage Black Course. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Bethpage Black Course}, {Ezra Edwards}, *)",Times,all,"{'September 13, 2025'}",{1},"{1: 'September 13, 2025'}",1,1,set(),
19,1,1562,"Reflect on Carter Stewart's experiences at American Museum of Natural History. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {American Museum of Natural History}, {Carter Stewart}, *)",Event contents,all,{'Parkour Workshop'},{56},{56: 'Parkour Workshop'},1,1,set(),
19,1,1597,"Reflect on Julian Ross's experiences at American Museum of Natural History. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {American Museum of Natural History}, {Julian Ross}, *)",Event contents,all,{'Film Festival'},{29},{29: 'Film Festival'},1,1,set(),
19,1,1675,"Reflect on Zoe Brown's experiences at American Museum of Natural History. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {American Museum of Natural History}, {Zoe Brown}, *)",Event contents,all,{'Photography Exhibition'},{100},{100: 'Photography Exhibition'},1,1,set(),
19,1,1552,"Reflect on Bella Brown's experiences at Bethpage Black Course. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Bethpage Black Course}, {Bella Brown}, *)",Event contents,all,{'Historical Reenactment'},{119},{119: 'Historical Reenactment'},1,1,set(),
19,1,1572,"Reflect on Ezra Edwards's experiences at Bethpage Black Course. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Bethpage Black Course}, {Ezra Edwards}, *)",Event contents,all,{'Parkour Workshop'},{1},{1: 'Parkour Workshop'},1,1,set(),
27,1,166,"Consider all events involving both Carter Stewart and Parkour Workshop at American Museum of Natural History. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {American Museum of Natural History}, {Carter Stewart}, {Parkour Workshop})",Times,all,"{'September 13, 2025'}",{56},"{56: 'September 13, 2025'}",1,1,set(),
27,1,232,"Consider all events involving both Julian Ross and Film Festival at American Museum of Natural History. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {American Museum of Natural History}, {Julian Ross}, {Film Festival})",Times,all,"{'October 27, 2024'}",{29},"{29: 'October 27, 2024'}",1,1,set(),
27,1,246,"Consider all events involving both Levi Rodriguez and Astronomy Night at American Museum of Natural History. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {American Museum of Natural History}, {Levi Rodriguez}, {Astronomy Night})",Times,all,"{'December 26, 2026'}",{15},"{15: 'December 26, 2026'}",1,1,set(),
27,1,251,"Consider all events involving both Levi Rodriguez and Fashion Show at American Museum of Natural History. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {American Museum of Natural History}, {Levi Rodriguez}, {Fashion Show})",Times,all,"{'July 31, 2025'}",{99},"{99: 'July 31, 2025'}",1,1,set(),
27,1,318,"Consider all events involving both Samuel Parker and Job Fair at American Museum of Natural History. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {American Museum of Natural History}, {Samuel Parker}, {Job Fair})",Times,all,"{'October 09, 2025'}",{87},"{87: 'October 09, 2025'}",1,1,set(),
18,2,25,"Consider all events involving Chloe Castillo at American Museum of Natural History. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {American Museum of Natural History}, {Chloe Castillo}, *)",Times,all,"{'September 22, 2026', 'February 22, 2025'}","{2, 107}","{2: 'September 22, 2026', 107: 'February 22, 2025'}",2,2,set(),
18,2,74,"Consider all events involving Levi Rodriguez at American Museum of Natural History. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {American Museum of Natural History}, {Levi Rodriguez}, *)",Times,all,"{'December 26, 2026', 'July 31, 2025'}","{99, 15}","{15: 'December 26, 2026', 99: 'July 31, 2025'}",2,2,set(),
18,2,108,"Consider all events involving Samuel Parker at American Museum of Natural History. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {American Museum of Natural History}, {Samuel Parker}, *)",Times,all,"{'October 09, 2025', 'April 09, 2026'}","{80, 87}","{80: 'April 09, 2026', 87: 'October 09, 2025'}",2,2,set(),
18,2,115,"Consider all events involving Scarlett Thomas at Metropolitan Museum of Art. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Metropolitan Museum of Art}, {Scarlett Thomas}, *)",Times,all,"{'March 23, 2024', 'September 27, 2025'}","{72, 91}","{72: 'March 23, 2024', 91: 'September 27, 2025'}",2,2,set(),
18,2,48,"Consider all events involving Henry Reed at Port Jefferson. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Port Jefferson}, {Henry Reed}, *)",Times,all,"{'June 14, 2025', 'September 22, 2026'}","{3, 103}","{3: 'September 22, 2026', 103: 'June 14, 2025'}",2,2,set(),
19,2,1568,"Reflect on Chloe Castillo's experiences at American Museum of Natural History. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {American Museum of Natural History}, {Chloe Castillo}, *)",Event contents,all,{'Fashion Show'},"{2, 107}","{2: 'Fashion Show', 107: 'Fashion Show'}",1,2,set(),
19,2,1614,"Reflect on Levi Rodriguez's experiences at American Museum of Natural History. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {American Museum of Natural History}, {Levi Rodriguez}, *)",Event contents,all,"{'Fashion Show', 'Astronomy Night'}","{99, 15}","{15: 'Astronomy Night', 99: 'Fashion Show'}",2,2,set(),
19,2,1659,"Reflect on Samuel Parker's experiences at American Museum of Natural History. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {American Museum of Natural History}, {Samuel Parker}, *)",Event contents,all,"{'Theater Performance', 'Job Fair'}","{80, 87}","{80: 'Theater Performance', 87: 'Job Fair'}",2,2,set(),
19,2,1666,"Reflect on Scarlett Thomas's experiences at Metropolitan Museum of Art. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Metropolitan Museum of Art}, {Scarlett Thomas}, *)",Event contents,all,"{'Tech Hackathon', 'Film Festival'}","{72, 91}","{72: 'Film Festival', 91: 'Tech Hackathon'}",2,2,set(),
19,2,1584,"Reflect on Henry Reed's experiences at Port Jefferson. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Port Jefferson}, {Henry Reed}, *)",Event contents,all,"{'Tech Hackathon', 'Photography Exhibition'}","{3, 103}","{3: 'Photography Exhibition', 103: 'Tech Hackathon'}",2,2,set(),
27,2,174,"Consider all events involving both Chloe Castillo and Fashion Show at American Museum of Natural History. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {American Museum of Natural History}, {Chloe Castillo}, {Fashion Show})",Times,all,"{'September 22, 2026', 'February 22, 2025'}","{2, 107}","{2: 'September 22, 2026', 107: 'February 22, 2025'}",2,2,set(),
27,0,2691,"Consider all events involving both Chloe Castillo and Tech Hackathon at American Museum of Natural History. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {American Museum of Natural History}, {Chloe Castillo}, {Tech Hackathon})",Times,all,set(),set(),{},0,0,{'content'},True
27,0,2727,"Consider all events involving both Isaiah Evans and Opera Performance at American Museum of Natural History. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {American Museum of Natural History}, {Isaiah Evans}, {Opera Performance})",Times,all,set(),set(),{},0,0,"{'content', 'entity', 'date'}",False
27,0,2786,"Consider all events involving both Logan Diaz and Parkour Workshop at American Museum of Natural History. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {American Museum of Natural History}, {Logan Diaz}, {Parkour Workshop})",Times,all,set(),set(),{},0,0,{'entity'},True
27,0,2844,"Consider all events involving both Skylar Thompson and Car Show at American Museum of Natural History. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {American Museum of Natural History}, {Skylar Thompson}, {Car Show})",Times,all,set(),set(),{},0,0,"{'content', 'entity', 'date'}",False
27,0,2784,"Consider all events involving both Logan Diaz and Improv Comedy Show at Bethpage Black Course. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Bethpage Black Course}, {Logan Diaz}, {Improv Comedy Show})",Times,all,set(),set(),{},0,0,{'content'},False
18,0,2592,"Consider all events involving Isaiah Evans at American Museum of Natural History. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {American Museum of Natural History}, {Isaiah Evans}, *)",Times,all,set(),set(),{},0,0,"{'content', 'entity', 'date'}",False
18,0,2613,"Consider all events involving Logan Diaz at American Museum of Natural History. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {American Museum of Natural History}, {Logan Diaz}, *)",Times,all,set(),set(),{},0,0,{'entity'},True
18,0,2648,"Consider all events involving Skylar Thompson at American Museum of Natural History. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {American Museum of Natural History}, {Skylar Thompson}, *)",Times,all,set(),set(),{},0,0,"{'content', 'entity', 'date'}",False
18,0,2560,"Consider all events involving Brooklyn Ross at Bethpage State Park. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Bethpage State Park}, {Brooklyn Ross}, *)",Times,all,set(),set(),{},0,0,"{'content', 'location'}",True
18,0,2661,"Consider all events involving Zoe Brown at Bethpage State Park. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Bethpage State Park}, {Zoe Brown}, *)",Times,all,set(),set(),{},0,0,{'location'},True
19,0,4013,"Reflect on Isaiah Evans's experiences at American Museum of Natural History. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {American Museum of Natural History}, {Isaiah Evans}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'entity', 'date'}",False
19,0,4047,"Reflect on Logan Diaz's experiences at American Museum of Natural History. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {American Museum of Natural History}, {Logan Diaz}, *)",Event contents,all,set(),set(),{},0,0,{'entity'},True
19,0,4088,"Reflect on Skylar Thompson's experiences at American Museum of Natural History. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {American Museum of Natural History}, {Skylar Thompson}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'entity', 'date'}",False
19,0,3990,"Reflect on Brooklyn Ross's experiences at Bethpage State Park. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Bethpage State Park}, {Brooklyn Ross}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'location'}",True
19,0,4095,"Reflect on Zoe Brown's experiences at Bethpage State Park. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Bethpage State Park}, {Zoe Brown}, *)",Event contents,all,set(),set(),{},0,0,{'location'},True
20,2,980,"Recall all events related to Parkour Workshop that occurred at Bethpage Black Course. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Bethpage Black Course}, *, {Parkour Workshop})",Times,all,"{'September 13, 2025', 'February 27, 2026'}","{1, 111}","{1: 'September 13, 2025', 111: 'February 27, 2026'}",2,2,set(),
20,2,945,"Recall all events related to Film Festival that occurred at High Line. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {High Line}, *, {Film Festival})",Times,all,"{'October 13, 2024', 'December 26, 2026'}","{88, 42}","{42: 'October 13, 2024', 88: 'December 26, 2026'}",2,2,set(),
20,2,981,"Recall all events related to Parkour Workshop that occurred at High Line. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {High Line}, *, {Parkour Workshop})",Times,all,"{'May 11, 2026', 'October 30, 2026'}","{89, 12}","{12: 'May 11, 2026', 89: 'October 30, 2026'}",2,2,set(),
20,2,1003,"Recall all events related to Tech Hackathon that occurred at One World Trade Center. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {One World Trade Center}, *, {Tech Hackathon})",Times,all,"{'January 26, 2025', 'March 23, 2024'}","{41, 74}","{41: 'January 26, 2025', 74: 'March 23, 2024'}",2,2,set(),
20,2,1004,"Recall all events related to Tech Hackathon that occurred at Port Jefferson. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Port Jefferson}, *, {Tech Hackathon})",Times,all,"{'June 14, 2025', 'March 23, 2024'}","{16, 103}","{16: 'March 23, 2024', 103: 'June 14, 2025'}",2,2,set(),
21,2,2154,"Think about the events involving Parkour Workshop at Bethpage Black Course. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Bethpage Black Course}, *, {Parkour Workshop})",Entities,all,"{'Levi Rodriguez', 'Ezra Edwards'}","{1, 111}","{1: 'Ezra Edwards', 111: 'Levi Rodriguez'}",2,2,set(),
21,2,2103,"Think about the events involving Film Festival at High Line. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {High Line}, *, {Film Festival})",Entities,all,"{'Brooklyn Ross', 'Mila Gonzalez'}","{88, 42}","{42: 'Brooklyn Ross', 88: 'Mila Gonzalez'}",2,2,set(),
21,2,2155,"Think about the events involving Parkour Workshop at High Line. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {High Line}, *, {Parkour Workshop})",Entities,all,"{'Julian Ross', 'Chloe Castillo'}","{89, 12}","{12: 'Chloe Castillo', 89: 'Julian Ross'}",2,2,set(),
21,2,2188,"Think about the events involving Tech Hackathon at One World Trade Center. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {One World Trade Center}, *, {Tech Hackathon})",Entities,all,"{'Julian Ross', 'Zoe Brown'}","{41, 74}","{41: 'Zoe Brown', 74: 'Julian Ross'}",2,2,set(),
21,2,2189,"Think about the events involving Tech Hackathon at Port Jefferson. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Port Jefferson}, *, {Tech Hackathon})",Entities,all,"{'Henry Reed', 'Zoe Brown'}","{16, 103}","{16: 'Zoe Brown', 103: 'Henry Reed'}",2,2,set(),
4,2,658,"Consider the location Bethpage State Park. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Bethpage State Park}, *, *)",Entities,all,"{'Isaiah Bennett', 'Benjamin Green'}","{65, 105}","{65: 'Benjamin Green', 105: 'Isaiah Bennett'}",2,2,set(),
4,2,659,"Consider the location Brooklyn Bridge. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Brooklyn Bridge}, *, *)",Entities,all,"{'Hazel Lewis', 'Henry Reed'}","{20, 85}","{20: 'Hazel Lewis', 85: 'Henry Reed'}",2,2,set(),
4,2,662,"Consider the location Ellis Island. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Ellis Island}, *, *)",Entities,all,"{'Julian Ross', 'Jackson Ramos'}","{98, 70}","{70: 'Julian Ross', 98: 'Jackson Ramos'}",2,2,set(),
4,2,663,"Consider the location Fire Island National Seashore. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Fire Island National Seashore}, *, *)",Entities,all,"{'Brooklyn Ross', 'Samuel Parker'}","{33, 84}","{33: 'Samuel Parker', 84: 'Brooklyn Ross'}",2,2,set(),
4,2,669,"Consider the location Museum of Modern Art. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Museum of Modern Art}, *, *)",Entities,all,"{'Maya Smith', 'Scarlett Thomas'}","{81, 68}","{68: 'Maya Smith', 81: 'Scarlett Thomas'}",2,2,set(),
5,2,1281,"Recall the various events that have taken place at Bethpage State Park. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Bethpage State Park}, *, *)",Event contents,all,"{'Burlesque Performance', 'Fashion Show'}","{65, 105}","{65: 'Fashion Show', 105: 'Burlesque Performance'}",2,2,set(),
5,2,1282,"Recall the various events that have taken place at Brooklyn Bridge. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Brooklyn Bridge}, *, *)",Event contents,all,"{'Historical Reenactment', 'Photography Exhibition'}","{20, 85}","{20: 'Historical Reenactment', 85: 'Photography Exhibition'}",2,2,set(),
5,2,1285,"Recall the various events that have taken place at Ellis Island. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Ellis Island}, *, *)",Event contents,all,"{'Business Networking Event', 'Flash Mob'}","{98, 70}","{70: 'Business Networking Event', 98: 'Flash Mob'}",2,2,set(),
5,2,1286,"Recall the various events that have taken place at Fire Island National Seashore. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Fire Island National Seashore}, *, *)",Event contents,all,"{'Tech Hackathon', 'Theater Performance'}","{33, 84}","{33: 'Theater Performance', 84: 'Tech Hackathon'}",2,2,set(),
5,2,1292,"Recall the various events that have taken place at Museum of Modern Art. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Museum of Modern Art}, *, *)",Event contents,all,"{'Tech Product Launch', 'Fashion Show'}","{81, 68}","{68: 'Tech Product Launch', 81: 'Fashion Show'}",2,2,set(),
3,2,1995,"Think about all events that have occurred at Bethpage State Park. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Bethpage State Park}, *, *)",Times,all,"{'July 21, 2024', 'March 23, 2024'}","{65, 105}","{65: 'March 23, 2024', 105: 'July 21, 2024'}",2,2,set(),
3,2,1996,"Think about all events that have occurred at Brooklyn Bridge. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Brooklyn Bridge}, *, *)",Times,all,"{'October 27, 2024', 'September 03, 2026'}","{20, 85}","{20: 'September 03, 2026', 85: 'October 27, 2024'}",2,2,set(),
3,2,1999,"Think about all events that have occurred at Ellis Island. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Ellis Island}, *, *)",Times,all,"{'April 09, 2026', 'November 13, 2026'}","{98, 70}","{70: 'November 13, 2026', 98: 'April 09, 2026'}",2,2,set(),
3,2,2000,"Think about all events that have occurred at Fire Island National Seashore. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Fire Island National Seashore}, *, *)",Times,all,"{'October 12, 2024', 'November 13, 2026'}","{33, 84}","{33: 'October 12, 2024', 84: 'November 13, 2026'}",2,2,set(),
3,2,2006,"Think about all events that have occurred at Museum of Modern Art. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Museum of Modern Art}, *, *)",Times,all,"{'May 11, 2026', 'February 27, 2026'}","{81, 68}","{68: 'February 27, 2026', 81: 'May 11, 2026'}",2,2,set(),
4,0,3137,"Consider the location Bronx Zoo. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Bronx Zoo}, *, *)",Entities,all,set(),set(),{},0,0,"{'content', 'entity', 'date', 'location'}",False
4,0,3138,"Consider the location Brooklyn Bridge Park. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Brooklyn Bridge Park}, *, *)",Entities,all,set(),set(),{},0,0,"{'entity', 'date', 'location'}",False
4,0,3139,"Consider the location Captree State Park. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Captree State Park}, *, *)",Entities,all,set(),set(),{},0,0,"{'content', 'entity', 'date', 'location'}",False
4,0,3140,"Consider the location Caumsett State Historic Park Preserve. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Caumsett State Historic Park Preserve}, *, *)",Entities,all,set(),set(),{},0,0,"{'content', 'entity', 'date', 'location'}",False
4,0,3141,"Consider the location Chrysler Building. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Chrysler Building}, *, *)",Entities,all,set(),set(),{},0,0,"{'content', 'entity', 'date', 'location'}",False
5,0,3725,"Recall the various events that have taken place at Bronx Zoo. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Bronx Zoo}, *, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'entity', 'date', 'location'}",False
5,0,3726,"Recall the various events that have taken place at Brooklyn Bridge Park. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Brooklyn Bridge Park}, *, *)",Event contents,all,set(),set(),{},0,0,"{'entity', 'date', 'location'}",False
5,0,3727,"Recall the various events that have taken place at Captree State Park. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Captree State Park}, *, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'entity', 'date', 'location'}",False
5,0,3728,"Recall the various events that have taken place at Caumsett State Historic Park Preserve. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Caumsett State Historic Park Preserve}, *, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'entity', 'date', 'location'}",False
5,0,3729,"Recall the various events that have taken place at Chrysler Building. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Chrysler Building}, *, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'entity', 'date', 'location'}",False
