q_idx,bins_items_correct_answer,debug_level_2,question,cue,cue_completed,retrieval_type,get,correct_answer,correct_answer_chapters,correct_answer_detailed,n_items_correct_answer,n_chapters_correct_answer,debug_changed,debug_existing_change,minerva_category,minerva_subtask,missing_tuple_elements,present_tuple_elements,minerva_category_known,combined_source,is_synthetic,synthetic_type,synthetic_note,combined_q_idx
1,"{3,4,5}",215,"Story recall-and-edit: Start from the answer to this story query: ""Consider all events that happened on April 09, 2226. Provide a list of all protagonists involved in any of these events, without describing the events themselves."". Remove ""Benjamin Green"" from that answer. Return only the remaining items.","(t, *, *, *)","({April 09, 2226}, *, *, *)",story_edit::remove_one,all,"{'Scarlett Thomas', 'Lily Nguyen'}",,"{'remaining_items': ['Lily Nguyen', 'Scarlett Thomas']}",3,3,set(),,Recall and Edit,Story-grounded remove-one edit,s|ent|c,t,True,story_synthetic,True,recall_and_edit,Removed item: Benjamin Green,134
13,0,2071,"Recall the key events that occurred at Triton Gas Colony on December 03, 2226. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({December 03, 2226}, {Triton Gas Colony}, *, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'date', 'entity'}",True,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True,original,False,,,135
5,"{3,4,5}",728,"Recall the various events that have taken place at Europa Subsurface Laboratory. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Europa Subsurface Laboratory}, *, *)",Event contents,all,"{'hyperspace beacon failure', 'artificial atmosphere toxicity', 'subspace antenna failure'}","{49, 11, 22, 7}","{7: 'artificial atmosphere toxicity', 11: 'artificial atmosphere toxicity', 22: 'hyperspace beacon failure', 49: 'subspace antenna failure'}",3,4,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True,original,False,,,136
2,2,917,"Reflect on May 28, 2225. Describe all the key events that occurred on this date, focusing on what happened rather than who was involved or where it took place.","(t, *, *, *)","({May 28, 2225}, *, *, *)",Event contents,all,"{'magnetic confinement rupture', 'atmospheric scrubber failure'}","{48, 55}","{48: 'magnetic confinement rupture', 55: 'atmospheric scrubber failure'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True,original,False,,,137
29,1,459,"Provide a comprehensive account of what happened involving Ezra Edwards and plasma conduit rupture at Titania Quantum Lab on December 03, 2226. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({December 03, 2226}, {Titania Quantum Lab}, {Ezra Edwards}, {plasma conduit rupture})",Full event details,all,{'Full chapter 24'},{24},{24: ['Full chapter 24']},1,1,set(),,Composite,Story full event details,,t|s|ent|c,True,original,False,,,138
26,0,1727,"Consider the events involving both Jaxon Howard and cosmic string vibration on August 12, 2225. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({August 12, 2225}, *, {Jaxon Howard}, {cosmic string vibration})",Spaces,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False,Search,Keyed retrieval from episodic event memory,s,t|ent|c,True,original,False,,,139
19,1,944,"Reflect on Zoe Brown's experiences at Dyson Swarm Control. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Dyson Swarm Control}, {Zoe Brown}, *)",Event contents,all,{'vacuum seal deterioration'},{4},{4: 'vacuum seal deterioration'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True,original,False,,,140
25,0,2552,"Think about the events related to atmospheric scrubber failure that occurred at Eridani Metallurgy Complex on April 09, 2226. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({April 09, 2226}, {Eridani Metallurgy Complex}, *, {atmospheric scrubber failure})",Entities,all,set(),set(),{},0,0,"{'content', 'date', 'entity'}",True,Search,Keyed retrieval from episodic event memory,ent,t|s|c,True,original,False,,,141
18,1,10,"Consider all events involving Ezra Edwards at Barnard's Star Propulsion Lab. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Barnard's Star Propulsion Lab}, {Ezra Edwards}, *)",Times,all,"{'September 13, 2225'}",{1},"{1: 'September 13, 2225'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True,original,False,,,142
18,0,1471,"Consider all events involving Julian Peterson at Barnard's Star Propulsion Lab. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Barnard's Star Propulsion Lab}, {Julian Peterson}, *)",Times,all,set(),set(),{},0,0,"{'content', 'entity'}",False,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True,original,False,,,143
15,0,2366,"Reflect on what Carter Stewart experienced on August 27, 2224. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({August 27, 2224}, *, {Carter Stewart}, *)",Event contents,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True,original,False,,,144
18,0,1456,"Consider all events involving Ella Ross at Dione Ice Processing Facility. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Dione Ice Processing Facility}, {Ella Ross}, *)",Times,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True,original,False,,,145
19,0,2224,"Reflect on Ella Ross's experiences at Dione Ice Processing Facility. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Dione Ice Processing Facility}, {Ella Ross}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True,original,False,,,146
11,6+,977,"Reflect on events related to cryo-pod integrity breach. Provide a list of all protagonists involved in these events, without describing the events.","(*, *, *, c)","(*, *, *, {cryo-pod integrity breach})",Entities,all,"{'Zoe Brown', 'Julian Ross', 'Levi Rodriguez', 'Henry Reed', 'Benjamin Green', 'Lucy Carter'}","{6, 38, 41, 14, 16, 17, 52, 21, 53}","{6: 'Julian Ross', 14: 'Benjamin Green', 16: 'Zoe Brown', 17: 'Zoe Brown', 21: 'Julian Ross', 38: 'Henry Reed', 41: 'Zoe Brown', 52: 'Lucy Carter', 53: 'Levi Rodriguez'}",6,9,set(),,Search,Keyed retrieval from episodic event memory,t|s|ent,c,True,original,False,,,147
23,0,2318,"Reflect on the experiences of Brooklyn Ross related to artificial atmosphere toxicity. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Brooklyn Ross}, {artificial atmosphere toxicity})",Spaces,all,set(),set(),{},0,0,"{'content', 'date', 'entity'}",True,Search,Keyed retrieval from episodic event memory,t|s,ent|c,True,original,False,,,148
27,1,168,"Consider all events involving both Zoe Brown and navigation computer blackout at Barnard's Star Propulsion Lab. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Barnard's Star Propulsion Lab}, {Zoe Brown}, {navigation computer blackout})",Times,all,"{'November 13, 2226'}",{57},"{57: 'November 13, 2226'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t,s|ent|c,True,original,False,,,149
