q_idx,bins_items_correct_answer,debug_level_2,question,cue,cue_completed,retrieval_type,get,correct_answer,correct_answer_chapters,correct_answer_detailed,n_items_correct_answer,n_chapters_correct_answer,debug_changed,debug_existing_change,minerva_category,minerva_subtask,missing_tuple_elements,present_tuple_elements,minerva_category_known
21,0,2472,"Think about the events involving flash flood emergency at Auckland Region. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Auckland Region}, *, {flash flood emergency})",Entities,all,set(),set(),{},0,0,"{'date', 'location'}",False,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True
19,0,2220,"Reflect on Ella Ross's experiences at Alberta. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Alberta}, {Ella Ross}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True
19,0,2249,"Reflect on Mila Gonzalez's experiences at Amman Governorate. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Amman Governorate}, {Mila Gonzalez}, *)",Event contents,all,set(),set(),{},0,0,"{'location', 'date'}",False,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True
19,0,2268,"Reflect on Sofia Ramos's experiences at Andalusia. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Andalusia}, {Sofia Ramos}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True
19,0,2245,"Reflect on Layla Peterson's experiences at Auckland Region. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Auckland Region}, {Layla Peterson}, *)",Event contents,all,set(),set(),{},0,0,"{'location', 'content', 'entity', 'date'}",False,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True
19,0,2263,"Reflect on Samuel Parker's experiences at Auckland Region. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Auckland Region}, {Samuel Parker}, *)",Event contents,all,set(),set(),{},0,0,"{'date', 'location'}",False,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True
18,0,1456,"Consider all events involving Ella Ross at Alberta. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Alberta}, {Ella Ross}, *)",Times,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True
18,0,1476,"Consider all events involving Mila Gonzalez at Amman Governorate. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Amman Governorate}, {Mila Gonzalez}, *)",Times,all,set(),set(),{},0,0,"{'location', 'date'}",False,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True
18,0,1487,"Consider all events involving Sofia Ramos at Andalusia. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Andalusia}, {Sofia Ramos}, *)",Times,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True
18,0,1473,"Consider all events involving Layla Peterson at Auckland Region. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Auckland Region}, {Layla Peterson}, *)",Times,all,set(),set(),{},0,0,"{'location', 'content', 'entity', 'date'}",False,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True
18,0,1485,"Consider all events involving Samuel Parker at Auckland Region. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Auckland Region}, {Samuel Parker}, *)",Times,all,set(),set(),{},0,0,"{'date', 'location'}",False,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True
27,0,1515,"Consider all events involving both Ella Ross and airport shutdown at Alberta. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Alberta}, {Ella Ross}, {airport shutdown})",Times,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False,Search,Keyed retrieval from episodic event memory,t,s|ent|c,True
27,0,1566,"Consider all events involving both Mila Gonzalez and bridge collapse at Amman Governorate. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Amman Governorate}, {Mila Gonzalez}, {bridge collapse})",Times,all,set(),set(),{},0,0,"{'location', 'date'}",False,Search,Keyed retrieval from episodic event memory,t,s|ent|c,True
27,0,1582,"Consider all events involving both Sofia Ramos and mass shooting at Andalusia. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Andalusia}, {Sofia Ramos}, {mass shooting})",Times,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False,Search,Keyed retrieval from episodic event memory,t,s|ent|c,True
27,0,1553,"Consider all events involving both Layla Peterson and airport customs breach at Auckland Region. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Auckland Region}, {Layla Peterson}, {airport customs breach})",Times,all,set(),set(),{},0,0,"{'location', 'content', 'entity', 'date'}",False,Search,Keyed retrieval from episodic event memory,t,s|ent|c,True
27,0,1581,"Consider all events involving both Samuel Parker and flash flood emergency at Auckland Region. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Auckland Region}, {Samuel Parker}, {flash flood emergency})",Times,all,set(),set(),{},0,0,"{'date', 'location'}",False,Search,Keyed retrieval from episodic event memory,t,s|ent|c,True
3,1,1128,"Think about all events that have occurred at Antioquia Department. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Antioquia Department}, *, *)",Times,all,"{'November 13, 2026'}",{37},"{37: 'November 13, 2026'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
3,1,1129,"Think about all events that have occurred at Bagmati Province. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Bagmati Province}, *, *)",Times,all,"{'November 13, 2026'}",{35},"{35: 'November 13, 2026'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
3,1,1134,"Think about all events that have occurred at Louisiana. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Louisiana}, *, *)",Times,all,"{'October 12, 2024'}",{33},"{33: 'October 12, 2024'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
3,1,1137,"Think about all events that have occurred at Maharashtra. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Maharashtra}, *, *)",Times,all,"{'June 14, 2025'}",{45},"{45: 'June 14, 2025'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
3,1,1138,"Think about all events that have occurred at Maine. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Maine}, *, *)",Times,all,"{'January 03, 2026'}",{18},"{18: 'January 03, 2026'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
5,1,724,"Recall the various events that have taken place at Antioquia Department. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Antioquia Department}, *, *)",Event contents,all,{'residential tower fire'},{37},{37: 'residential tower fire'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
5,1,725,"Recall the various events that have taken place at Bagmati Province. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Bagmati Province}, *, *)",Event contents,all,{'produce contamination outbreak'},{35},{35: 'produce contamination outbreak'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
5,1,730,"Recall the various events that have taken place at Louisiana. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Louisiana}, *, *)",Event contents,all,{'bridge collapse'},{33},{33: 'bridge collapse'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
5,1,733,"Recall the various events that have taken place at Maharashtra. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Maharashtra}, *, *)",Event contents,all,{'political assassination'},{45},{45: 'political assassination'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
5,1,734,"Recall the various events that have taken place at Maine. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Maine}, *, *)",Event contents,all,{'bridge collapse'},{18},{18: 'bridge collapse'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
4,1,359,"Consider the location Antioquia Department. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Antioquia Department}, *, *)",Entities,all,{'Henry Reed'},{37},{37: 'Henry Reed'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
4,1,360,"Consider the location Bagmati Province. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Bagmati Province}, *, *)",Entities,all,{'Lillian Mendoza'},{35},{35: 'Lillian Mendoza'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
4,1,365,"Consider the location Louisiana. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Louisiana}, *, *)",Entities,all,{'Samuel Parker'},{33},{33: 'Samuel Parker'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
4,1,368,"Consider the location Maharashtra. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Maharashtra}, *, *)",Entities,all,{'Scarlett Thomas'},{45},{45: 'Scarlett Thomas'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
4,1,369,"Consider the location Maine. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Maine}, *, *)",Entities,all,{'Mila Gonzalez'},{18},{18: 'Mila Gonzalez'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
21,1,1208,"Think about the events involving residential tower fire at Antioquia Department. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Antioquia Department}, *, {residential tower fire})",Entities,all,{'Henry Reed'},{37},{37: 'Henry Reed'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True
21,1,1204,"Think about the events involving produce contamination outbreak at Bagmati Province. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Bagmati Province}, *, {produce contamination outbreak})",Entities,all,{'Lillian Mendoza'},{35},{35: 'Lillian Mendoza'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True
21,1,1153,"Think about the events involving bridge collapse at Buenos Aires Province. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Buenos Aires Province}, *, {bridge collapse})",Entities,all,{'Carter Stewart'},{30},{30: 'Carter Stewart'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True
21,1,1177,"Think about the events involving flash flood emergency at Buenos Aires Province. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Buenos Aires Province}, *, {flash flood emergency})",Entities,all,{'Julian Ross'},{51},{51: 'Julian Ross'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True
21,1,1209,"Think about the events involving residential tower fire at Buenos Aires Province. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Buenos Aires Province}, *, {residential tower fire})",Entities,all,{'Lillian Mendoza'},{59},{59: 'Lillian Mendoza'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True
20,1,551,"Recall all events related to residential tower fire that occurred at Antioquia Department. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Antioquia Department}, *, {residential tower fire})",Times,all,"{'November 13, 2026'}",{37},"{37: 'November 13, 2026'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True
20,1,548,"Recall all events related to produce contamination outbreak that occurred at Bagmati Province. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Bagmati Province}, *, {produce contamination outbreak})",Times,all,"{'November 13, 2026'}",{35},"{35: 'November 13, 2026'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True
20,1,510,"Recall all events related to bridge collapse that occurred at Buenos Aires Province. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Buenos Aires Province}, *, {bridge collapse})",Times,all,"{'January 03, 2026'}",{30},"{30: 'January 03, 2026'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True
20,1,527,"Recall all events related to flash flood emergency that occurred at Buenos Aires Province. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Buenos Aires Province}, *, {flash flood emergency})",Times,all,"{'May 14, 2025'}",{51},"{51: 'May 14, 2025'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True
20,1,552,"Recall all events related to residential tower fire that occurred at Buenos Aires Province. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Buenos Aires Province}, *, {residential tower fire})",Times,all,"{'September 13, 2025'}",{59},"{59: 'September 13, 2025'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True
18,1,14,"Consider all events involving Henry Reed at Antioquia Department. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Antioquia Department}, {Henry Reed}, *)",Times,all,"{'November 13, 2026'}",{37},"{37: 'November 13, 2026'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True
18,1,31,"Consider all events involving Lillian Mendoza at Bagmati Province. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Bagmati Province}, {Lillian Mendoza}, *)",Times,all,"{'November 13, 2026'}",{35},"{35: 'November 13, 2026'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True
18,1,4,"Consider all events involving Carter Stewart at Buenos Aires Province. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Buenos Aires Province}, {Carter Stewart}, *)",Times,all,"{'January 03, 2026'}",{30},"{30: 'January 03, 2026'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True
18,1,15,"Consider all events involving Henry Reed at Buenos Aires Province. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Buenos Aires Province}, {Henry Reed}, *)",Times,all,"{'March 23, 2024'}",{38},"{38: 'March 23, 2024'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True
18,1,22,"Consider all events involving Julian Ross at Buenos Aires Province. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Buenos Aires Province}, {Julian Ross}, *)",Times,all,"{'May 14, 2025'}",{51},"{51: 'May 14, 2025'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True
19,1,885,"Reflect on Henry Reed's experiences at Antioquia Department. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Antioquia Department}, {Henry Reed}, *)",Event contents,all,{'residential tower fire'},{37},{37: 'residential tower fire'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True
19,1,906,"Reflect on Lillian Mendoza's experiences at Bagmati Province. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Bagmati Province}, {Lillian Mendoza}, *)",Event contents,all,{'produce contamination outbreak'},{35},{35: 'produce contamination outbreak'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True
19,1,872,"Reflect on Carter Stewart's experiences at Buenos Aires Province. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Buenos Aires Province}, {Carter Stewart}, *)",Event contents,all,{'bridge collapse'},{30},{30: 'bridge collapse'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True
19,1,886,"Reflect on Henry Reed's experiences at Buenos Aires Province. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Buenos Aires Province}, {Henry Reed}, *)",Event contents,all,{'volcanic eruption'},{38},{38: 'volcanic eruption'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True
19,1,895,"Reflect on Julian Ross's experiences at Buenos Aires Province. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Buenos Aires Province}, {Julian Ross}, *)",Event contents,all,{'flash flood emergency'},{51},{51: 'flash flood emergency'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True
27,1,92,"Consider all events involving both Henry Reed and residential tower fire at Antioquia Department. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Antioquia Department}, {Henry Reed}, {residential tower fire})",Times,all,"{'November 13, 2026'}",{37},"{37: 'November 13, 2026'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t,s|ent|c,True
27,1,121,"Consider all events involving both Lillian Mendoza and produce contamination outbreak at Bagmati Province. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Bagmati Province}, {Lillian Mendoza}, {produce contamination outbreak})",Times,all,"{'November 13, 2026'}",{35},"{35: 'November 13, 2026'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t,s|ent|c,True
27,1,68,"Consider all events involving both Carter Stewart and bridge collapse at Buenos Aires Province. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Buenos Aires Province}, {Carter Stewart}, {bridge collapse})",Times,all,"{'January 03, 2026'}",{30},"{30: 'January 03, 2026'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t,s|ent|c,True
27,1,99,"Consider all events involving both Henry Reed and volcanic eruption at Buenos Aires Province. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Buenos Aires Province}, {Henry Reed}, {volcanic eruption})",Times,all,"{'March 23, 2024'}",{38},"{38: 'March 23, 2024'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t,s|ent|c,True
27,1,103,"Consider all events involving both Julian Ross and flash flood emergency at Buenos Aires Province. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Buenos Aires Province}, {Julian Ross}, {flash flood emergency})",Times,all,"{'May 14, 2025'}",{51},"{51: 'May 14, 2025'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t,s|ent|c,True
3,"{3,4,5}",1130,"Think about all events that have occurred at Buenos Aires Province. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Buenos Aires Province}, *, *)",Times,all,"{'May 14, 2025', 'January 03, 2026', 'September 13, 2025', 'March 23, 2024'}","{38, 59, 51, 30}","{30: 'January 03, 2026', 38: 'March 23, 2024', 51: 'May 14, 2025', 59: 'September 13, 2025'}",4,4,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
3,"{3,4,5}",1131,"Think about all events that have occurred at Dodoma Region. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Dodoma Region}, *, *)",Times,all,"{'May 11, 2026', 'September 22, 2026', 'February 27, 2026', 'November 13, 2026'}","{43, 27, 21, 39}","{21: 'February 27, 2026', 27: 'September 22, 2026', 39: 'November 13, 2026', 43: 'May 11, 2026'}",4,4,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
3,"{3,4,5}",1133,"Think about all events that have occurred at Kampong Cham Province. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Kampong Cham Province}, *, *)",Times,all,"{'October 27, 2024', 'March 23, 2024', 'September 22, 2026'}","{16, 3, 31}","{3: 'September 22, 2026', 16: 'March 23, 2024', 31: 'October 27, 2024'}",3,3,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
3,"{3,4,5}",1135,"Think about all events that have occurred at Luang Prabang Province. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Luang Prabang Province}, *, *)",Times,all,"{'October 12, 2024', 'September 22, 2026', 'May 11, 2026'}","{40, 50, 28}","{28: 'October 12, 2024', 40: 'May 11, 2026', 50: 'September 22, 2026'}",3,3,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
3,"{3,4,5}",1136,"Think about all events that have occurred at Luzon Region. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Luzon Region}, *, *)",Times,all,"{'May 11, 2026', 'December 26, 2026', 'March 23, 2024', 'February 27, 2026'}","{49, 11, 22, 7}","{7: 'February 27, 2026', 11: 'May 11, 2026', 22: 'March 23, 2024', 49: 'December 26, 2026'}",4,4,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
4,"{3,4,5}",361,"Consider the location Buenos Aires Province. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Buenos Aires Province}, *, *)",Entities,all,"{'Carter Stewart', 'Lillian Mendoza', 'Julian Ross', 'Henry Reed'}","{38, 59, 51, 30}","{30: 'Carter Stewart', 38: 'Henry Reed', 51: 'Julian Ross', 59: 'Lillian Mendoza'}",4,4,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
4,"{3,4,5}",362,"Consider the location Dodoma Region. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Dodoma Region}, *, *)",Entities,all,"{'Noah Williams', 'Julian Ross', 'Bella Alvarez', 'Olivia Turner'}","{43, 27, 21, 39}","{21: 'Julian Ross', 27: 'Noah Williams', 39: 'Olivia Turner', 43: 'Bella Alvarez'}",4,4,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
4,"{3,4,5}",364,"Consider the location Kampong Cham Province. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Kampong Cham Province}, *, *)",Entities,all,"{'Zoe Brown', 'Carter Stewart', 'Henry Reed'}","{16, 3, 31}","{3: 'Henry Reed', 16: 'Zoe Brown', 31: 'Carter Stewart'}",3,3,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
4,"{3,4,5}",366,"Consider the location Luang Prabang Province. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Luang Prabang Province}, *, *)",Entities,all,"{'Zoe Brown', 'Carter Stewart', 'Samuel Parker'}","{40, 50, 28}","{28: 'Zoe Brown', 40: 'Samuel Parker', 50: 'Carter Stewart'}",3,3,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
4,"{3,4,5}",367,"Consider the location Luzon Region. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Luzon Region}, *, *)",Entities,all,"{'Zoe Brown', 'Henry Reed', 'Benjamin Green', 'Mila Gonzalez'}","{49, 11, 22, 7}","{7: 'Benjamin Green', 11: 'Henry Reed', 22: 'Mila Gonzalez', 49: 'Zoe Brown'}",4,4,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
5,"{3,4,5}",726,"Recall the various events that have taken place at Buenos Aires Province. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Buenos Aires Province}, *, *)",Event contents,all,"{'bridge collapse', 'flash flood emergency', 'residential tower fire', 'volcanic eruption'}","{38, 59, 51, 30}","{30: 'bridge collapse', 38: 'volcanic eruption', 51: 'flash flood emergency', 59: 'residential tower fire'}",4,4,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
5,"{3,4,5}",727,"Recall the various events that have taken place at Dodoma Region. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Dodoma Region}, *, *)",Event contents,all,"{'factory explosion', 'opera house fire', 'zoo animal escape', 'volcanic eruption'}","{43, 27, 21, 39}","{21: 'volcanic eruption', 27: 'zoo animal escape', 39: 'opera house fire', 43: 'factory explosion'}",4,4,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
5,"{3,4,5}",729,"Recall the various events that have taken place at Kampong Cham Province. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Kampong Cham Province}, *, *)",Event contents,all,"{'nuclear plant meltdown', 'tuberculosis outbreak', 'volcanic eruption'}","{16, 3, 31}","{3: 'nuclear plant meltdown', 16: 'volcanic eruption', 31: 'tuberculosis outbreak'}",3,3,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
5,"{3,4,5}",731,"Recall the various events that have taken place at Luang Prabang Province. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Luang Prabang Province}, *, *)",Event contents,all,"{'flash flood emergency', 'factory explosion', 'magnitude 9.0 earthquake'}","{40, 50, 28}","{28: 'factory explosion', 40: 'flash flood emergency', 50: 'magnitude 9.0 earthquake'}",3,3,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
5,"{3,4,5}",732,"Recall the various events that have taken place at Luzon Region. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Luzon Region}, *, *)",Event contents,all,"{'landslide disaster', 'factory explosion', 'sinkhole emergence'}","{49, 11, 22, 7}","{7: 'sinkhole emergence', 11: 'sinkhole emergence', 22: 'landslide disaster', 49: 'factory explosion'}",3,4,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
5,6+,728,"Recall the various events that have taken place at Greater Mumbai. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Greater Mumbai}, *, *)",Event contents,all,"{'sports venue riot', 'bridge collapse', 'residential tower fire', 'vote counting disruption', 'police force strike', 'volcanic eruption', 'opera house fire', 'factory explosion', 'toxic waste spill'}","{32, 34, 5, 42, 12, 46, 48, 17, 19}","{5: 'sports venue riot', 12: 'vote counting disruption', 17: 'volcanic eruption', 19: 'bridge collapse', 32: 'residential tower fire', 34: 'opera house fire', 42: 'police force strike', 46: 'factory explosion', 48: 'toxic waste spill'}",9,9,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
3,6+,1132,"Think about all events that have occurred at Greater Mumbai. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Greater Mumbai}, *, *)",Times,all,"{'March 23, 2024', 'June 14, 2025', 'October 09, 2025', 'September 22, 2026', 'October 13, 2024', 'April 09, 2026', 'May 11, 2026', 'May 28, 2025', 'February 27, 2026'}","{32, 34, 5, 42, 12, 46, 48, 17, 19}","{5: 'March 23, 2024', 12: 'May 11, 2026', 17: 'June 14, 2025', 19: 'February 27, 2026', 32: 'September 22, 2026', 34: 'October 09, 2025', 42: 'October 13, 2024', 46: 'April 09, 2026', 48: 'May 28, 2025'}",9,9,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
4,6+,363,"Consider the location Greater Mumbai. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Greater Mumbai}, *, *)",Entities,all,"{'Logan Diaz', 'Jackson Ramos', 'Chloe Castillo', 'Brooklyn Ross', 'Julian Ross', 'Scarlett Thomas', 'Henry Reed', 'Zoe Brown', 'Lucy Carter'}","{32, 34, 5, 42, 12, 46, 48, 17, 19}","{5: 'Logan Diaz', 12: 'Chloe Castillo', 17: 'Zoe Brown', 19: 'Jackson Ramos', 32: 'Julian Ross', 34: 'Lucy Carter', 42: 'Brooklyn Ross', 46: 'Scarlett Thomas', 48: 'Henry Reed'}",9,9,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
